Taxon,leafN.mg.g,height.m,rootN.mg.g,SLA_m2/kg,root.depth_m,RTD.g.cm3,SRL_m/g,rootDiam.mm,Notes,Notes.2,site_name,Family,local_lifeform,local_lifespan,functional_group,,,,
PLANTAGO EURYPHYLLA,45.18531954,0.03,39.26273667,15.9845175,,,,,,,Falls Creek,Plantaginaceae,FORB,PERENNIAL,FORB,,,,
PLANTAGO LANCEOLATA,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"depth, RTD, SRL diam from groot",,"Allmend Brachy, Allmend Ovina, Bad Drought, Bayreuth_DroughtNet, Las Chilcas Drt, Cowichan Drt, Quebrada de Talca North Facing, Quebrada de Talca South Facing, Rhijnauwen, SantaCruzHigh, Yarramundi Drt",Plantaginaceae,FORB,PERENNIAL,FORB,,,,
PLANTAGO MEDIA,21.618,0.343555556,20.97373175,19.41312728,1.265,0.14470696,247.0511695,0.251542857,"rootC and N, RTD, SRL diam from groot",,Pineta,Plantaginaceae,FORB,NULL,FORB,,,,
PLANTAGO MYOSUROS,,,,,,,,,,,"EEA, Mar Chiquita Drt",Plantaginaceae,FORB,NULL,FORB,,,,
PLANTAGO OVATA,28.37307756,0.0588,,10.46839723,0.115,,,,,,"Cap Mcdowell, Cap Whitetank",Plantaginaceae,FORB,ANNUAL,FORB,,,"leafN from Frenette-Dussault, C., Shipley, B., Léger, J.F., Meziane, D. & Hingrat, Y. (2012). Functional structure of an arid steppe plant community reveals similarities with Grime's C-S-R theory. Journal of Vegetation Science 23: 208-222.","height, SLA from Carmona et al. 2021 Sci Adv"
PLANTAGO PATAGONICA,16.75319,0.1524,,7.068,0.1524,0.406666667,171.778132,0.173233333,"RTD, SRL,Diam from groot",,"Cap Mcdowell, Cap Whitetank, Cedar Point - Drought-Net, Monte Oriental, North Platte, Oklahoma (KAEFS-OK), San Pablo Valdes Drt",Plantaginaceae,FORB,ANNUAL,FORB,,,,
PLANTAGO RHODOSPERMA,15.425,,,17.37,,,,,,,BFL,Plantaginaceae,FORB,ANNUAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,
PLANTAGO VIRGINICA,40.89,0.224,,17.78314286,,,,,,,Oklahoma (KAEFS-OK),Plantaginaceae,FORB,PERENNIAL,FORB,,,"SLA from Miller JED, Ives AR, Harrison SP, Damschen EI (2018) Early&#8208; and late&#8208;flowering guilds respond differently to landscape spatial structure. J Ecol. 106:1033–1045. https://doi.org/10.1111/1365-2745.12849",leafN from Carmona et al. 2021 Sci Adv
PLEUROZIUM SCHREBERI,13.10846154,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,,,"leafN from Royer-Tardif et al. 2018. ""Fast-growing hybrids do not decrease understorey plant diversity compared to naturally regenerated forests and native plantations."" Biodiversity and conservation 27.3: 607-631.",
POA ALPINA,13,0.298831111,16.9,21.51150438,0.254,,292.2,0.26,root N from groot,,Passo Gavia,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA ANGUSTIFOLIA,12.95,0.48,5.764,20.11666667,,0.316453559,657.7263061,0.113446154,"RTD, SRL, diam from groot",,"Bad Drought, EE Elva",Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA BULBOSA,17.70666667,0.3224,10.49,21.09,0.2032,,,0.01366667,root N from groot,,"Hardware Ranch, ORE IDE AC",Poaceae,GRASS,ANNUAL,GRASS,,,,
POA COMPRESSA,13.678,0.2491,8.04,20.91883636,0.254,,54.78896667,0.53,"RootC and N, SRL from groot, leaf n and Rdiam from Julie Larson",,ESW,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA CUSICKII,16.7,0.349083334,,14.32555335,,0.35709192,134.2380045,0.1684,"RTD, SRL, diam from groot",,"CMSS, Mattheis",Poaceae,GRASS,PERENNIAL,GRASS,,,"leafN from Adler P. B., D. G. Milchunas, W. K. Lauenroth, O. E. Sala and I. C. Burke  (2004) Functional traits of graminoids in semi-arid steppes: a test of grazing histories. Journal of Applied Ecology 2004 41, 653–663","height, SLA from Carmona et al. 2021"
POA HIEMATA,13.7803809,0.6,,3.35531,,,,,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA HOTHAMENSIS,18.1774119,0.9,,5.099444,,,,,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA LANIGERA,,,,24,,,,,,,Mar Chiquita Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA LIGULARIS,22.4,1.2,10.4,6.944926731,0.7,,,,"RootN, depth from groot",,Chacra Experimental Patagones,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA PRATENSIS,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,"LeafN, height, SLA from PI","RootC, RTD, SRL, Diam from groot","Bad Drought, Bayreuth_DroughtNet, Brookdale, Cedar Creek Savanna, Cedar Creek Trait , Cowichan Drt, ESW, Jena, Kernen_burned, Kernen_unburned, Kinsella, Matador, Rhijnauwen, Validate",Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA SECUNDA,16.12,0.42672,14.54,11.51,0.254,,197.6,,,,"Hardware Ranch, North Platte, OCTC_GreatBasin, ORE IDE AC",Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA SPICIFORMIS,,,,,,,,,,,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
POA TRIVIALIS,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,601.5858444,0.173758288,"RTD, SRL, diam from groot",,"Bad Drought, Bayreuth_DroughtNet, Jena",Poaceae,GRASS,PERENNIAL,GRASS,,,,
POLYGALA ALBA,,,,,,,,,,,Cedar Point - Drought-Net,Polygalaceae,FORB,PERENNIAL,FORB,,,,
POLYGALA CONFUSA,,,,20.29,,,,,,,Ukulinga Drought,Polygalaceae,FORB,PERENNIAL,FORB,,,,
POLYGALA DARWINIANA,,,,,0.45,,,,,,Potrok Aike Drt,Polygalaceae,FORB,ANNUAL,FORB,,,,
POLYGALA HOTTENTOTTA,,,,,,,,,,,Ukulinga Drought,Polygalaceae,FORB,PERENNIAL,FORB,,,,
POLYGALA LONGICAULIS,,,,,,,,,,,Guaribas,Polygalaceae,FORB,ANNUAL,FORB,,,,
POLYGALA RUPESTRIS,10.58,0.15,,25.97,0.37,,,,,,"Ayora Experimental Station, Middle Ebro Valley",Polygalaceae,SUBSHRUB,PERENNIAL,WOODY,,,"leafN, SLA from Carmona et al. 2021 Sci Adv",
POLYGALA VULGARIS,23.74545578,0.172916667,,19.02952398,,,396.667,,,,"Allmend Brachy, Allmend Ovina",Polygalaceae,FORB,PERENNIAL,FORB,,,leafN from Komastu et al. 2023 EDI,
POLYGONUM ARENARIUM,,,,16.81,,,,,,,Kiskunsag,Polygonaceae,FORB,ANNUAL,FORB,,,,
POLYGONUM THUNBERGII,40.9,0.6,,,,,,,,,Teshio Experimental Grassland,Polygonaceae,FORB,ANNUAL,FORB,,,"leafN, height from Carmona et al. 2021",
POLYPOGON ELONGATUS,,,,,,,,,,,Las Chilcas Drt,Poaceae,NULL,NULL,GRASS,,,,
POLYPREMUM PROCUMBENS,,,,,,,,,,,"BFL, Bivens Arm, SLP",Tetrachondraceae,FORB,ANNUAL,FORB,,,,
POLYTRICHUM COMMUNE,10.81008333,0.02,,,0.02,,,,,,"Lygra_intermediate, Lygra_old",Polytrichaceae,MOSS,NULL,BRYOPHYTE,,,,
POMARIA JAMESII,,,,16.30169355,1.95,,,0.8607,"SLA, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",depth from groot,"Antelope, Sevilleta_Mixed",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
POPULUS BALSAMIFERA,19.51392074,23.60516667,22.98027778,10.68931571,0.881,0.026,105,0.16,"RootN, SRL, diam from groot",,Brookdale,Salicaceae,TREE,PERENNIAL,WOODY,,,,
POTENTILLA ANSERINA,26.20897891,0.277222222,,17.47534074,0.43,,634.25,,,,EE Elva,Rosaceae,FORB,PERENNIAL,FORB,,,,
POTENTILLA AUREA,30.417,0.0915,,22.13904012,0.55,,,,depth from groot,,Passo Gavia,Rosaceae,FORB,PERENNIAL,FORB,,,,
POTENTILLA ERECTA,25.74581524,0.203633333,9.89,22.4188617,0.55,,362.7833333,,rootN from groot,,Lygra_intermediate,Rosaceae,FORB,NULL,FORB,,,,
POTENTILLA GRANDIFLORA,22.90611744,0.16935,,39.1,,,,,,,"Allmend Brachy, Allmend Ovina",Rosaceae,FORB,PERENNIAL,FORB,,,"leafN from Bjorkman, AD, IH Myers-Smith, SC Elmendorf, S Normand, HJD Thomas, and 86 others (2018) Tundra Trait Team: a database of plant traits spanning the tundra biome. Global Ecology and Biogeography 27(12): 1402-1411.",height from Carmona et al. 2021 Sci Adv
POTENTILLA REPTANS,24.6133503,0.274083333,,23.567332,,,,,,,Rhijnauwen,Rosaceae,FORB,PERENNIAL,FORB,,,,
PRENANTHELLA EXIGUA,,,,,,,,,,,NNSS_Mojave,Compositae,FORB,ANNUAL,FORB,,,,
PRIMULA GLUTINOSA,27,0.045,,13.58757528,0.2515,,,,,,Passo Gavia,Primulaceae,FORB,PERENNIAL,FORB,,,height from Carmona et al. 2021 Sci Adv,
PRIMULA VERIS,29.2745343,0.206597778,15.94,23.12304233,0.31,0.5685,344,1.334283,rootN from groot,,Pineta,Primulaceae,FORB,NULL,FORB,,,,
PROSOPIS GLANDULOSA,29.56111,10,,6.97966443,3.828571429,,,,depth from groot,,"Jornada_LTER Drt, JRN_Chihuahuan",Fabaceae,SHRUB,PERENNIAL,LEGUME,,,SLA from Carmona et al. 2021 Sci Adv,
PROSOPIS PUGIONATA,,,,,,,,,,,Los Cerrillos,Fabaceae,TREE,PERENNIAL,LEGUME,,,,
PROSOPIS TORQUATA,,,,19.17539258,,,,,,,Los Cerrillos,Fabaceae,TREE,PERENNIAL,LEGUME,,,,
PRUNELLA VULGARIS,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"RootC, RTD, SRL, diam from groot",,"Allmend Brachy, Allmend Ovina, Bayreuth_DroughtNet, Rhijnauwen",Lamiaceae,FORB,PERENNIAL,FORB,,,,
PRUNUS AVIUM,19.905,21.58,16.31737717,17.85468368,1,0.478190144,67.25273793,1.4712125,"RootC and N,depth, RTD, SRL, diam from groot",,Bad Drought,Rosaceae,WOODY,PERENNIAL,WOODY,,,,
PRUNUS SEROTINA,23.82666526,16.68757143,1.37,18.67550715,0.9144,0.211926394,22.99360276,0.523048214,"RootC, RTD, SRL, diam from groot",,Indiana University RTP,Rosaceae,TREE,PERENNIAL,WOODY,,,,
PSEUDOROEGNERIA SPICATA,,0.267,,23.893,,0.153771092,103.8213416,0.237714286,"RTD, SRL, diam from groot",,Hardware Ranch,Poaceae,GRASS,PERENNIAL,GRASS,,,,
PSEUDOSCLEROPODIUM PURUM,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Brachytheciaceae,MOSS,NULL,BRYOPHYTE,,,,
PSORALEA LANCEOLATA,,,,,2.135,,,,depth from groot,,Biddulph,Fabaceae,FORB,PERENNIAL,LEGUME,,,,
PSORALIDIUM TENUIFLORUM,24.275,0.056,,16.82,2.7686,0.43,,0.67,"depth from groot, leaf N, height, SLA, Rdiam from Julie Larson",,"Cedar Point - Drought-Net, Konza Drt, North Platte, Oklahoma (KAEFS-OK)",Fabaceae,FORB,PERENNIAL,LEGUME,,,,
PTERIDIUM AQUILINUM,21.68333333,1.99667,9.852689835,16.98656271,0.254,0.184848485,53.87484386,0.2511,"RootC and N, RTD, SRL, diam from groot",,"Lygra_intermediate, Sandhills",Dennstaedtiaceae,FERN,NULL,FORB,,,,
PTERYXIA HENDERSONII,,,,,,,,,,,CMSS,Apiaceae,FORB,PERENNIAL,FORB,,,,
PTILIUM CRISTA-CASTRENSIS,,,,,,,,,,,Lygra_old,Pylaisiaceae,BRYOPHYTE,NULL,BRYOPHYTE,,,,
PTILOTUS ATRIPLICIFOLIUS,,1,,,,,,,,,Cobar,Amaranthaceae,FORB,PERENNIAL,FORB,,,,
PTILOTUS HOLOSERICEUS,,0.1,,,,,,,,,"CredoJ, CredoM",Amaranthaceae,FORB,PERENNIAL,FORB,,,,
PTILOTUS OBOVATUS,26.894035,0.566666667,,7.440821539,,,,,,,"CredoJ, CredoM",Amaranthaceae,SHRUB,PERENNIAL,WOODY,,,,
PTILOTUS POLYSTACHYUS,23.98,1,,9.6,,,37,,,,"Ethabuka_DNB, Ethabuka_DNU",Amaranthaceae,FORB,NULL,FORB,,,,
PURSHIA TRIDENTATA,21.4,1.8288,,4.477543084,0.508,,,,,,Hardware Ranch,Rosaceae,SHRUB,PERENNIAL,WOODY,,,SLA from Carmona et al. 2021 Sci Adv,
QUERCUS ELLIPSOIDALIS,24.88184444,21,14.4,18.07068773,,,66.5,,RootN and SRL from groot,,Cedar Creek Savanna,Fagaceae,TREE,PERENNIAL,WOODY,,,,
QUERCUS FUSIFORMIS,,,,,11.625,,,,depth from groot,,BFL,Fagaceae,TREE,PERENNIAL,WOODY,,,,
QUERCUS GARRYANA,,20.501,,,1.0668,,,,,,Cowichan Drt,Fagaceae,TREE,PERENNIAL,WOODY,,,,
QUERCUS INCANA,17.5,3.3,,9.928415767,,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,,,,
QUERCUS LAEVIS,17.5,8.284,,9.0256783,0.762,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,,,,
QUERCUS MACROCARPA,22.33361905,19.05,10.65875833,17.62680085,0.7112,,63.21181567,0.28756,"RootC and N, SRL, diam from groot",,Cedar Creek Savanna,Fagaceae,TREE,PERENNIAL,WOODY,,,,
QUERCUS MARILANDICA,13.786,13.429,,11.26056885,0.6096,,,,,,Sandhills,Fagaceae,SHRUB,PERENNIAL,WOODY,,,SLA from Carmona et al. 2021 Sci Adv,
QUERCUS ROBUR,24.42945338,28.99780993,6.81818,15.01987684,0.8140625,0.413216648,36.66267142,0.781345345,"RootC, depth,RTD, SRL, diam from groot",,Bayreuth_DroughtNet,Fagaceae,WOODY,PERENNIAL,WOODY,,,,
QUERCUS RUBRA,21.26275285,20.46877333,12.0879263,17.85543564,0.9144,0.482531601,53.57695052,0.44878502,"RootC and N,RTD, SRL, diam from groot",,Indiana University RTP,Fagaceae,TREE,PERENNIAL,WOODY,,,,
QUINETIA URVILLEI,,0.2,,28.711511,,,,,,,Jilpanger,Compositae,FORB,ANNUAL,FORB,,,,
RANUNCULUS ACRIS,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,"RootC, RTD, SRL, Diam from groot",,"Allmend Brachy, Bayreuth_DroughtNet, EE Elva, Rhijnauwen",Ranunculaceae,FORB,PERENNIAL,FORB,,,,
RANUNCULUS OCCIDENTALIS,18.8,,,,,,,,,,Cowichan Drt,Ranunculaceae,FORB,PERENNIAL,FORB,,,leafN from Carmona et al. 2021 Sci Adv,
RANUNCULUS REPENS,23.05293867,0.369253333,9.982096286,29.1838443,0.1524,0.133080484,217.6519817,0.412452083,"RootC and N,RTD, SRL, diam from groot",,"Bayreuth_DroughtNet, Teshio Experimental Grassland",Ranunculaceae,FORB,PERENNIAL,FORB,,,,
RANUNCULUS ROBERTSONII,,0.25,,,,,,,,,Jilpanger,Ranunculaceae,FORB,PERENNIAL,FORB,,,,
RANUNCULUS VICTORIENSIS,,,,7.820232,,,,,,,Falls Creek,Ranunculaceae,FORB,PERENNIAL,FORB,,,,
RAPHANUS SATIVUS,40.5,0.715,14.825,34.60857143,1.566667,,,,RootC and N from groot,thick from Justin,"SantaCruzLow, SantaCruzMiddle",Brassicaceae,FORB,ANNUAL,FORB,,,,
RATIBIDA COLUMNIFERA,17.595,0.94488,,22.85,0.3556,,56,0.66,SLA and Rdiam from Julie Larson,,"Matador, Oklahoma (KAEFS-OK)",Compositae,FORB,PERENNIAL,FORB,,,leafN from Craine et al. 2012 Plant Soil,
RHINANTHUS MINOR,34.3558401,0.395833333,,18.84206584,,,,,,,"Allmend Brachy, Allmend Ovina, Bayreuth_DroughtNet",Scrophulariaceae,FORB,ANNUAL,FORB,,,,
RHUS COPALLINUM,12.7,1.523547826,,15.20265619,0.3556,,,,,,"Oklahoma (KAEFS-OK), Sandhills",Anacardiaceae,TREE,PERENNIAL,WOODY,,,leafN from Carmona et al. 2021 Sci Adv,
RHYNCHOSIDA PHYSOCALYX,,,,,,,,,,,Los Cerrillos,Malvaceae,FORB,PERENNIAL,FORB,,,,
RHYTIDIADELPHUS LOREUS,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,,,,
RHYTIDIADELPHUS SQUARROSUS,,,,,,,,,,,"Lygra_intermediate, Lygra_old",Hylocomiaceae,MOSS,NULL,BRYOPHYTE,,,,
ROBINIA HISPIDA,,2.9598,,,,,,,,,Sandhills,Fabaceae,SHRUB,PERENNIAL,LEGUME,,,height from Carmona et al. Sci Adv,
ROMULEA ROSEA,,0.4,,10.313611,,,,,,,Jilpanger,Iridaceae,GRASS,PERENNIAL,FORB,,,,
ROSA ACICULARIS,10.65,0.762,19.83128735,18.42,0.1524,0.27,55.8341358,0.2912,"RootC and N, RTD, SRL, diam from groot",,Brookdale,Rosaceae,SHRUB,PERENNIAL,WOODY,,,,
ROSA ARKANSANA,17.3145,0.292,,17.98307476,6.4516,0.421153994,41.52607134,0.30555,"depth, RTD, SRL, diam from groot",,"Biddulph, Cedar Creek Savanna, Cedar Creek Trait, Kernen_burned, Kernen_unburned",Rosaceae,SHRUB,PERENNIAL,WOODY,,,,
ROSMARINUS OFFICINALIS,9.43,1,,3.117747146,0.364,0.534580651,11.79132349,0.424333333,"RTD, SRL, diam from groot",,"Ayora Experimental Station, Middle Ebro Valley",Lamiaceae,SHRUB,PERENNIAL,WOODY,,,,
RUBIA PEREGRINA,13.1,0.25275,13.4,14.4517037,0.143,0.143,104.1,0.3625,"RootC and N, RTD, SRL, diam from groot",,Ayora Experimental Station,Rubiaceae,VINE,PERENNIAL,FORB,,,,
RUBUS TRIVIALIS,17.6,,,,,,,,,,SLP,Rosaceae,VINE,PERENNIAL,WOODY,,,leafN from Komastu et al. 2012 Plant Soil,
RUBUS URSINUS,20.1,1.5048,,28.919,0.3556,,23.15,,,,SantaCruzHigh,Rosaceae,SHRUB,PERENNIAL,WOODY,,,,
RUDBECKIA HIRTA,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"RootN, RTD, SRL, diam from groot",,"BFL, Oklahoma (KAEFS-OK), Purdue Wildlife Area, SLP",Compositae,FORB,ANNUAL,FORB,,,,
RUELLIA BAURII,,,,,,,,,,,Ukulinga Drought,Acanthaceae,FORB,PERENNIAL,FORB,,,,
RUELLIA HUMILIS,17,0.502906667,,12.07550636,0.1016,0.40803047,18.40109592,0.42,"RTD, SRL from groot",,Konza Drt,Acanthaceae,FORB,PERENNIAL,FORB,,,,
RUMEX ACETOSA,40.4730773,0.63555,9.226533422,25.84234182,0.3155,0.252258472,161.1286432,0.240291458,"RootC and N, RTD, SRL, diam from groot",,"Bayreuth_DroughtNet, EE Elva, Rhijnauwen",Polygonaceae,FORB,PERENNIAL,FORB,,,,
RUMEX ACETOSELLA,34.93757406,0.235714286,18.76112,26.0517312,0.342666667,0.166783945,235.1049652,0.262467915,"RootC, RTD, diam from groot",,"Cedar Creek Trait, Falls Creek, SantaCruzMiddle",Polygonaceae,FORB,PERENNIAL,FORB,,,"SRL from Freschet GT, Kichenin E, Wardle DA. 2015. Explaining within-community variation in plant biomass allocation: a balance between organ biomass and morphology above vs below ground? Journal of Vegetation Science 26: 431-440.",
RUMEX CRISPUS,28.64619072,0.846916667,3.807,98.2,3.3,0.330035336,154.3076856,0.17924,"RootC, RTD, SRL, diam from groot",,"Bad Drought, Jena, SantaCruzLow, SantaCruzMiddle",Polygonaceae,FORB,PERENNIAL,FORB,,,,
RUMEX HASTATULUS,,,,,,,,,,,"Bivens Arm, SLP",Polygonaceae,FORB,PERENNIAL,FORB,,,,
RYTIDOSPERMA CAESPITOSUM,,0.55,,9.440331,0.66,,168.7,0.271,"depth, SRL, diam from groot",,"CredoJ, CredoM",Poaceae,GRASS,PERENNIAL,GRASS,,,,
RYTIDOSPERMA NUDIFLORUM,18.933775,0.4,,3.575778,,,,,,,Falls Creek,Poaceae,GRASS,PERENNIAL,GRASS,,,,
RYTIDOSPERMA VIRESCENS,,,,,,,,,,,Potrok Aike Drt,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SALIX HERBACEA,23.22611667,0.034166667,10.25,16.45337359,,0.152,,0.92,,,Passo Gavia,Salicaceae,SHRUB,PERENNIAL,WOODY,,,,
SALIX REPENS,17.00382579,0.812,5.44,12.90991206,0.2303,0.152,,,RootN from groot,,HOIDE,Salicaceae,SHRUB,PERENNIAL,WOODY,,,,
SALSOLA KALI,7.39,0.361793831,,10.84692732,1.38,,19.34,0.183333333,"RootN, depth, SRL from groot",,"Antelope, Ethabuka_DNB, Ethabuka_DNU, Kiskunsag, Sevilleta_Black, Sevilleta_Blue, Sevilleta_Mixed",Amaranthaceae,FORB,ANNUAL,WOODY,,,height from Carmona et al. 2021 Sci Adv,
SALVIA PRATENSIS,19.3,0.520833333,,24.4875,2.1,,201.5307692,2.015308,,,"Allmend Brachy, Allmend Ovina",Lamiaceae,FORB,PERENNIAL,FORB,,,,
SALVIA VERBENACA,,0.508333333,,11.94,,,,,,,"CredoJ, CredoM",Lamiaceae,FORB,ANNUAL,FORB,,,,
SANGUISORBA MINOR,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,"RootC and N, RTD, SRL, diam from groot",,"Allmend Brachy, Allmend Ovina, Ayora Experimental Station",Rosaceae,FORB,PERENNIAL,FORB,,,,
SANICULA CRASSICAULIS,,,,,,,,,,,Cowichan Drt,Apiaceae,FORB,PERENNIAL,FORB,,,,
SASSAFRAS ALBIDUM,27.98333325,14.37586667,16.17708389,17.85959559,0.4572,0.22862963,17.9541012,0.67624537,"RootC and N, RTD, SRL, diam from groot",,"Indiana University RTP, Sandhills",Lauraceae,TREE,PERENNIAL,WOODY,,,leafN from Carmona et al. 2021 Sci Adv,
SCABIOSA COLUMBARIA,21.2,0.594444444,,19.16302632,0.9,0.347953216,120.2294669,0.181166667,"RTD, SRL, diam from groot",,"Allmend Brachy, Allmend Ovina, Ukulinga Drought",Dipsacaceae,FORB,PERENNIAL,FORB,,,,
SCHINUS JOHNSTONII,,2.1,,2.85,2.5,,,,,,Chacra Experimental Patagones,Anacardiaceae,SHRUB,PERENNIAL,WOODY,,,height from Carmona et al. 2021 Sci Adv,
SCHISMUS ARABICUS,,,,,,,,,,,"Cap Mcdowell, Cap Whitetank, NNSS_Mojave",Poaceae,GRASS,ANNUAL,GRASS,,,,
SCHISMUS BARBATUS,29.00293247,0.25,,18.21,0.16,,81.47,,,,"Gmdrc Granitecove, Gmdrc Molar Junction, San Pablo Valdes Drt",Poaceae,GRASS,ANNUAL,GRASS,,,"leafN from Frenette-Dussault, C., Shipley, B., Léger, J.F., Meziane, D. & Hingrat, Y. (2012). Functional structure of an arid steppe plant community reveals similarities with Grime's C-S-R theory. Journal of Vegetation Science 23: 208-222.",
SCHIZACHYRIUM SCOPARIUM,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,RTD from groot,,"BFL, Cedar Creek Savanna, Cedar Creek Trait, Oklahoma (KAEFS-OK), Purdue Wildlife Area, Sandhills",Poaceae,GRASS,PERENNIAL,GRASS,,,,
SCHOENUS APOGON,,0.25,,10.042795,,,,,,,Jilpanger,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID,,,,
SCLERIA CILIATA,,,,,,,,,,,SLP,Cyperaceae,GRASS,PERENNIAL,GRAMINOID,,,,
SCLERIA TRIGLOMERATA,,,,,,,,,,,Sandhills,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID,,,,
SCLEROLAENA DIACANTHA,17.13159156,0.354166667,,4.445479003,,,,,,,"Broken Hill, Cobar, Milparinka, Quilpie",Chenopodiaceae,FORB,PERENNIAL,FORB,,,,
SCLEROLAENA ERIACANTHA,,0.2,,7.535749722,,,,,,,"Charleville, Milparinka",Chenopodiaceae,FORB,PERENNIAL,FORB,,,,
SCLEROLAENA OBLIQUICUSPIS,,0.344,,5.154593376,,,,,,,"CredoJ, CredoM",Chenopodiaceae,SHRUB,PERENNIAL,WOODY,,,,
SCLEROPOGON BREVIFOLIUS,,,,14.7175273,0.996,,279.3546,0.053333333,"SLA, RTD, fineRTD, SRL, Diam from Farkas, T.E., B.P. Gerstner, and K.D. Whitney. 2021. SEV-LTER Plant Traits Database ver 1. Environmental Data Initiative. https://doi.org/10.6073/pasta/5b3a6d80a1c6d3121a2196cb40838849 (Accessed 2023-03-20).",,Sevilleta_Black,Poaceae,GRASS,PERENNIAL,GRASS,,,,
SCORZONEROIDES AUTUMNALIS,19.34660756,0.310966667,,21.52466367,0.7,,314.4166667,1.400488,,,"Bayreuth_DroughtNet, EE Elva, Jena, SantaCruzHigh",Compositae,FORB,PERENNIAL,FORB,,,,
SCORZONEROIDES HELVETICA,,0.1875,,,,,,,,,Passo Gavia,Compositae,FORB,PERENNIAL,FORB,,,height from Carmona et al. 2021 Sci Adv,
SECALE SYLVESTRE,,,,13.43,,,,,,,Kiskunsag,Poaceae,GRASS,ANNUAL,GRASS,,,,
SEDUM LANCEOLATUM,14.02,0.0202625,,17.37287879,,,,,,,CMSS,Crassulaceae,SUCCULENT,PERENNIAL,FORB,,,"leafN from Spasojevic, M. J. and K. N. Suding. 2012. Inferring community assembly mechanisms from functional diversity patterns: the importance of multiple assembly processes. Journal of Ecology 100:652-661.","height, SLA from Carmona et al. 2021 Sci Adv"
SEDUM STENOPETALUM,,,,,,,,,depth from groot,,ORE IDE AA,Crassulaceae,FORB,PERENNIAL,FORB,,,,
SENECIO BUPLEUROIDES,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,,,,
SENECIO CORONATUS,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,,,,
SENECIO DELTOIDEUS,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,,,,
SENECIO LASEGUEI,,,,,,,,,,,Potrok Aike Drt,Compositae,FORB,PERENNIAL,FORB,,,,
SENECIO LEUCANTHEMIFOLIUS,,0.275,,17.434,,,,,,,Bad Drought,Compositae,FORB,ANNUAL,FORB,,,"SLA from Lhotsky B., Anikó Csecserits, Bence Kovács, Zoltán Botta-Dukát: New plant trait records of the Hungarian flora",height from Carmona et al. 2021 Sci Adv
SENECIO MADAGASCARIENSIS,37.065,0.6,,23.57,,,,,,,Yarramundi Drt,Compositae,NULL,ANNUAL,FORB,,,,
SENECIO MISER,,,,,,,,,,,Potrok Aike Drt,Compositae,SUBSHRUB,PERENNIAL,WOODY,,,,
SENECIO RETRORSUS,,,,,,,,,,,Ukulinga Drought,Compositae,FORB,PERENNIAL,FORB,,,,
SENECIO SELLOI,,,,,,,,,,,Mar Chiquita Drt,Compositae,SHRUB,PERENNIAL,WOODY,,,,
