,Species,leafN.mg.g,Height.m,rootN.mg.g,SLA.mg.g,Root.depth.m,SRL.fine.cm.g,root.diam.mm,SLA.no.petiole.mm2.mg,SLA.unknown.petiole.mm2.mg,SLA.petiole.mm2.mg
6767,Litsea exsudens,13.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
6768,Litsea lancifolia,16.3762416,12,NA,19.51149461,NA,NA,NA,19.51149461,NA,NA
6769,Litsea leefeana,NA,NA,NA,7.692307692,NA,NA,NA,NA,7.692307692,NA
6770,Litsea panamanja,NA,NA,NA,10.81081081,NA,NA,NA,NA,10.81081081,NA
6771,Litsea populifolia,NA,NA,NA,15.15151515,NA,NA,NA,NA,15.15151515,NA
6772,Litsea resinosa,22.4,1,NA,14.70588235,NA,NA,NA,14.70588235,14.70588235,NA
6773,Litsea sp,NA,NA,NA,6.2,NA,NA,NA,NA,6.2,NA
6774,Livistona australis,NA,23.5,NA,9.600886443,NA,NA,NA,NA,9.600886443,9.600886443
6775,Livistona humilis,13.35666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
6776,Livistona saribus,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6777,Lobelia alba,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA
6778,Lobelia angulata,NA,0.05,NA,33.554262,NA,NA,NA,NA,NA,33.554262
6779,Lobelia cardinalis,NA,1.79832,NA,26.33,0.3048,NA,NA,26.33,NA,NA
6780,Lobelia dortmanna,NA,0.37,NA,19.41666667,NA,NA,NA,NA,NA,19.41666667
6781,Lobelia erinus,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA
6782,Lobelia hederacea,NA,NA,NA,20.87494405,NA,NA,NA,NA,NA,20.87494405
6783,Lobelia inflata,42.42186,NA,NA,36.97058214,NA,NA,NA,36.97058214,NA,NA
6784,Lobelia purpurascens,NA,0.05,NA,35.69154155,NA,NA,NA,NA,35.69154155,35.69154155
6785,Lobelia spicata,NA,0.276333333,NA,24.31285708,NA,NA,NA,18.82734686,NA,29.79836731
6786,Lobelia trigonocaulis,NA,0.15,NA,46.75086957,NA,NA,NA,NA,46.75086957,46.75086957
6787,Lobelia villosa,NA,NA,NA,6.548788474,NA,NA,NA,NA,6.548788474,NA
6788,Lobelia yuccoides,NA,NA,NA,30.21148036,NA,NA,NA,NA,30.21148036,NA
6789,Lobularia maritima,NA,0.173333333,NA,NA,NA,NA,NA,NA,NA,NA
6790,Loeseneriella barbata,NA,1.3,NA,38.66934995,NA,NA,NA,NA,38.66934995,38.66934995
6791,Lolium arundinaceum,NA,NA,NA,35.7,NA,NA,NA,35.7,NA,NA
6792,Lolium giganteum,29.125,1.025,NA,27.54435818,NA,NA,NA,27.94068323,NA,27.14803313
6793,Lolium hybridum_x,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
6794,Lolium multiflorum,NA,0.533,NA,29.2475,0.2032,NA,NA,23.495,35,NA
6795,Lolium perenne,30.02715126,0.543259416,9.7,28.54607486,0.254,NA,0.1,30.06099858,31.33067276,24.24655324
6796,Lolium pratense,NA,0.64008,NA,NA,0.3048,NA,NA,NA,NA,NA
6797,Lolium remotum,NA,0.68,NA,29.61,NA,NA,NA,NA,NA,29.61
6798,Lolium rigidum,NA,0.6477,NA,26.39981415,0.254,NA,NA,28.59944245,25.3,25.3
6799,Lolium temulentum,NA,0.8275,NA,24.65,NA,NA,NA,NA,NA,24.65
6800,Lomandra confertifolia,NA,0.525,NA,1.715724195,NA,NA,NA,NA,1.715724195,1.715724195
6801,Lomandra effusa,NA,0.366666667,NA,0.959079176,NA,NA,NA,NA,0.959079176,0.959079176
6802,Lomandra filiformis,NA,0.2,NA,5.034174938,NA,NA,NA,NA,5.034174938,5.034174938
6803,Lomandra glauca,NA,0.2,NA,11.51270685,NA,NA,NA,NA,11.51270685,11.51270685
6804,Lomandra longifolia,NA,0.7625,NA,3.795447753,NA,NA,NA,NA,3.795447753,3.795447753
6805,Lomandra obliqua,NA,0.1,NA,5.247169884,NA,NA,NA,NA,5.247169884,5.247169884
6806,Lomandra sp,NA,0.11,NA,3.756095816,NA,NA,NA,NA,3.756095816,3.756095816
6807,Lomaria discolor,NA,0.872727273,NA,12.59679153,NA,NA,NA,NA,NA,12.59679153
6808,Lomariopsis japurensis,NA,NA,NA,29.41176471,NA,NA,NA,NA,29.41176471,NA
6809,Lomariopsis vestita,NA,NA,NA,26.31578947,NA,NA,NA,NA,26.31578947,NA
6810,Lomatia dentata,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
6811,Lomatia hirsuta,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
6812,Lomatia silaifolia,6.610025988,0.525,NA,8.515540691,NA,NA,NA,7.149682361,9.904807193,8.492132519
6813,Lomatium canbyi,NA,0.24384,NA,NA,0.254,NA,NA,NA,NA,NA
6814,Lomatium cous,NA,0.24384,NA,NA,0.254,NA,NA,NA,NA,NA
6815,Lomatium dissectum,NA,4.572,NA,NA,0.3048,NA,NA,NA,NA,NA
6816,Lomatium macrocarpum,NA,0.1524,NA,NA,0.254,NA,NA,NA,NA,NA
6817,Lomatium triternatum,NA,0.67056,NA,NA,0.508,NA,NA,NA,NA,NA
6818,Lomatocarpa albomarginata,NA,NA,NA,18.18181818,NA,NA,NA,18.18181818,NA,NA
6819,Lomatogonium carinthiacum,NA,0.055,NA,NA,NA,NA,NA,NA,NA,NA
6820,Lomelosia caucasica,21.81712464,0.6858,NA,12.19788831,0.2032,NA,NA,12.19788831,NA,NA
6821,Lomelosia comosa,17.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
6822,Lonchitis hirsuta,NA,NA,NA,55.55555556,NA,NA,NA,NA,55.55555556,NA
6823,Lonchocarpus capassa,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
6824,Lonchocarpus guatemalensis,24.78,NA,NA,10.28806584,NA,NA,NA,NA,10.28806584,NA
6825,Lonchocarpus heptaphyllus,22.57218935,31.27933315,NA,13.20814755,NA,NA,NA,16.16273069,NA,10.25356442
6826,Lonchocarpus sp,37.8751,NA,NA,11.4729439,NA,NA,NA,NA,11.4729439,NA
6827,Lonchocarpus spiciflorus,20.080835,NA,NA,12.1091154,NA,NA,NA,NA,12.1091154,NA
6828,Lonicera alpigena,NA,1.05,NA,28.91,NA,NA,NA,NA,NA,28.91
6829,Lonicera bella,NA,NA,NA,12.23990208,NA,NA,NA,NA,12.23990208,NA
6830,Lonicera caerulea,NA,0.95,NA,13.49527665,NA,NA,NA,13.49527665,NA,NA
6831,Lonicera canadensis,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6832,Lonicera caprifolium,NA,4.458333333,NA,18.97166667,NA,NA,NA,19.05,NA,18.89333333
6833,Lonicera caucasica,NA,1.179,NA,14.51092118,NA,NA,NA,14.51092118,NA,NA
6834,Lonicera chrysantha,19.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
6835,Lonicera etrusca,NA,NA,NA,15.06666667,NA,NA,NA,15.06666667,NA,NA
6836,Lonicera hirsuta,17.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
6837,Lonicera hispida,28.17,NA,NA,10.4465358,NA,NA,NA,7.751337106,13.1417345,NA
6838,Lonicera hispidula var. vacillans,12,NA,NA,16.396,NA,NA,NA,16.396,NA,NA
6839,Lonicera iberica,NA,1.2594,NA,12.45736434,NA,NA,NA,12.45736434,NA,NA
6840,Lonicera implexa,25.95833333,NA,NA,37.75914937,NA,NA,NA,37.75914937,NA,NA
6841,Lonicera involucrata,NA,3.048,NA,29.59960439,0.3048,NA,NA,29.59960439,NA,NA
6842,Lonicera japonica,NA,0.3048,NA,8.31691,0.254,NA,NA,NA,8.31691,NA
6843,Lonicera maackii,NA,3.81,NA,18.79,0.4064,NA,NA,NA,18.79,NA
6844,Lonicera nigra,NA,1.375,NA,NA,NA,NA,NA,NA,NA,NA
6845,Lonicera periclymenum,23.55277778,5.4,NA,17.76588386,NA,NA,NA,21.35314111,NA,14.17862661
6846,Lonicera rupicola,24.8,NA,NA,16.98369761,NA,NA,NA,16.98946653,16.97792869,NA
6847,Lonicera semenovii,NA,NA,NA,12.83697047,NA,NA,NA,12.83697047,NA,NA
6848,Lonicera sempervirens,NA,4.93776,NA,NA,0.254,NA,NA,NA,NA,NA
6849,Lonicera tatarica,28,2.581066667,NA,NA,0.4064,NA,NA,NA,NA,NA
6850,Lonicera utahensis,NA,1.0668,NA,NA,0.3048,NA,NA,NA,NA,NA
6851,Lonicera xylosteum,21,3.538920635,NA,24.10941397,NA,NA,NA,20.71882793,27.5,NA
6852,Lophira alata,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6853,Lophomyrtus obcordata,NA,1.5,NA,18.20831885,NA,NA,NA,NA,NA,18.20831885
6854,Lophopetalum wightianum,NA,49,NA,NA,NA,NA,NA,NA,NA,NA
6855,Lophostemon confertus,NA,NA,NA,25.3,NA,NA,NA,25.3,NA,NA
6856,Lophostemon lactifluus,10.14166667,NA,NA,7.908818856,NA,NA,NA,NA,NA,7.908818856
6857,Lophozonia alpina,NA,40,NA,NA,NA,NA,NA,NA,NA,NA
6858,Lophozonia glauca,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
6859,Lophozonia menziesii,14.29375,19.18181818,NA,7.217162654,NA,NA,NA,NA,6.1775,8.256825309
6860,Lophozonia obliqua,24.5,36.66666667,NA,NA,NA,NA,NA,NA,NA,NA
6861,Loranthaceae sp,NA,4,NA,3.103242558,NA,NA,NA,NA,3.103242558,3.103242558
6862,Loranthus europaeus,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
6863,Lorentzianthus viscidus,32.5,NA,NA,29.53259195,NA,NA,NA,31.62,25.36,31.61777585
6864,Loropetalum chinense,12.67611111,NA,NA,NA,NA,NA,NA,NA,NA,NA
6865,Lotononis sp,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
6866,Lotus alpinus,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA
6867,Lotus angustissimus,NA,0.0975,NA,NA,NA,NA,NA,NA,NA,NA
6868,Lotus corniculatus,32.37274407,0.357339206,21.21401,20.8418579,0.3556,NA,NA,23.2062801,18.2,21.11929362
6869,Lotus corniculatus subsp. corniculatus,37.2218598,0.38,NA,14.152,NA,NA,NA,NA,NA,14.152
6870,Lotus corniculatus var. corniculatus,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
6871,Lotus cruentus,NA,0.3,NA,6.39,NA,NA,NA,NA,NA,6.39
6872,Lotus dorycnium,NA,0.5125,NA,11.42857143,NA,NA,NA,11.42857143,NA,NA
6873,Lotus germanicus,NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA
6874,Lotus glaber,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
6875,Lotus hirsutus,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA
6876,Lotus maritimus,NA,0.325,NA,18.13166667,NA,NA,NA,16.89,NA,19.37333333
6877,Lotus ornithopodioides,NA,NA,NA,42.2,NA,NA,NA,42.2,NA,NA
6878,Lotus pedunculatus,NA,1.160022222,NA,30.23722222,0.3048,NA,NA,31.34777778,NA,29.12666667
6879,Lotus sativus,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
6880,Lotus spectabilis,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
6881,Lotus subbiflorus,NA,0.0975,NA,NA,NA,NA,NA,NA,NA,NA
6882,Lotus tenuis,NA,0.725,NA,20.43399245,NA,NA,NA,17.42131824,NA,23.44666667
6883,Loudetia simplex,9.025,NA,5.05,NA,NA,NA,0.4,NA,NA,NA
6884,Lozania pittieri,18.09200597,NA,NA,23.30159911,NA,NA,NA,21.79809934,NA,24.80509887
6885,Lucilia acutifolia,NA,0.35465625,NA,18.27652094,NA,NA,NA,NA,NA,18.27652094
6886,Lucilia nitens,NA,0.174638889,NA,NA,NA,NA,NA,NA,NA,NA
6887,Ludwigia decurrens,NA,1.3716,NA,NA,0.254,NA,NA,NA,NA,NA
6888,Ludwigia palustris,NA,0.15432,NA,31.76166667,0.254,NA,NA,32.185,NA,31.33833333
6889,Ludwigia sp,7.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
6890,Luehea alternifolia,NA,NA,NA,13.33333333,NA,NA,NA,13.33333333,NA,NA
6891,Luehea candida,18.3,NA,NA,25.9510101,NA,NA,NA,20.2020202,31.7,NA
6892,Luehea seemannii,22.62253458,32.36566281,NA,16.62092669,NA,NA,NA,19.17561691,15.82648456,14.86067861
6893,Luehea sp,24.00458,NA,NA,11.86237571,NA,NA,NA,NA,11.86237571,NA
6894,Luetkea pectinata,9.973793103,NA,NA,NA,NA,NA,NA,NA,NA,NA
6895,Luma apiculata,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
6896,Lumnitzera littorea,NA,NA,NA,5.13,NA,NA,NA,5.13,5.13,NA
6897,Lumnitzera racemosa,8.4,NA,NA,10.91,NA,NA,NA,10.91,10.91,NA
6898,Lunania mexicana,14.995,NA,NA,18.18181818,NA,NA,NA,NA,18.18181818,NA
6899,Lunania parviflora,25.36476,17.5,NA,14.62407402,NA,NA,NA,NA,14.62407402,NA
6900,Lunania sp,21.1832,NA,NA,12.812415,NA,NA,NA,NA,12.812415,NA
6901,Lunaria annua,NA,0.725,NA,37.485,NA,NA,NA,NA,NA,37.485
6902,Lunaria rediviva,NA,1.0125,NA,49.09083333,NA,NA,NA,59.09,NA,39.09166667
6903,Lupinus albicaulis,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
6904,Lupinus albus,NA,0.8746,NA,26.585,0.254,NA,NA,29.28,NA,23.89
6905,Lupinus alpestris,NA,0.67056,NA,NA,0.3556,NA,NA,NA,NA,NA
6906,Lupinus angustifolius,NA,0.7564,NA,23.36666667,0.254,NA,NA,NA,NA,23.36666667
6907,Lupinus arboreus,NA,2.1644,NA,NA,0.254,NA,NA,NA,NA,NA
6908,Lupinus arcticus,18,0.5548,NA,NA,0.3024,NA,NA,NA,NA,NA
6909,Lupinus argenteus,NA,0.4572,NA,NA,0.1524,NA,NA,NA,NA,NA
6910,Lupinus bicolor,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6911,Lupinus caudatus,NA,1.524,NA,NA,0.1524,NA,NA,NA,NA,NA
6912,Lupinus covillei,NA,3.048,NA,NA,0.1524,NA,NA,NA,NA,NA
6913,Lupinus elegans,NA,0.9144,NA,NA,0.254,NA,NA,NA,NA,NA
6914,Lupinus elmeri,NA,0.4572,NA,NA,0.254,NA,NA,NA,NA,NA
6915,Lupinus havardii,NA,6.096,NA,NA,0.1524,NA,NA,NA,NA,NA
6916,Lupinus latifolius,39.45,7.62,NA,NA,0.1524,NA,NA,NA,NA,NA
6917,Lupinus lepidus,NA,1.8288,NA,NA,0.1524,NA,NA,NA,NA,NA
6918,Lupinus luteolus,NA,0.88392,NA,NA,0.2286,NA,NA,NA,NA,NA
6919,Lupinus luteus,NA,0.542088889,NA,25.365,0.254,NA,NA,27.98333333,NA,22.74666667
6920,Lupinus nevadensis,NA,0.36576,NA,NA,0.254,NA,NA,NA,NA,NA
6921,Lupinus nootkatensis,NA,0.881,NA,NA,0.3048,NA,NA,NA,NA,NA
6922,Lupinus perennis,25.71788383,0.2475,NA,19.49355322,NA,NA,NA,19.9965,NA,18.99060644
6923,Lupinus polyphyllus,36.4042,1.234375,14.2056,22.14006605,NA,NA,NA,25.67513211,NA,18.605
6924,Lupinus sericeus,NA,1.8288,NA,13.000212,0.1524,NA,NA,13.000212,NA,NA
6925,Lupinus sulphureus,NA,3.048,NA,NA,0.1524,NA,NA,NA,NA,NA
6926,Lupinus texensis,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
6927,Luronium natans,NA,0.41,NA,48.23277778,NA,NA,NA,44.63555556,NA,51.83
6928,Luzula acutifolia,33.78333333,NA,29.9,15.32943877,NA,NA,NA,15.33333333,NA,15.32554421
6929,Luzula alpinopilosa,NA,0.2,NA,14.706,NA,NA,NA,14.706,NA,NA
6930,Luzula campestris,NA,0.205,NA,25.45502866,NA,NA,NA,23.71834959,31.01503759,21.63169879
6931,Luzula confusa,11.7,0.25,8.3,NA,0.05,NA,NA,NA,NA,NA
6932,Luzula congesta,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
6933,Luzula desvauxii,NA,0.425,NA,NA,NA,NA,NA,NA,NA,NA
6934,Luzula forsteri,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
6935,Luzula glabrata,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA
6936,Luzula luzulina,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA
6937,Luzula luzuloides,19.18,0.625,4.73333,23.76,NA,NA,NA,NA,NA,23.76
6938,Luzula multiflora,25.54618746,0.2110425,NA,25.53913437,NA,NA,NA,25.53913437,NA,NA
6939,Luzula multiflora subsp. multiflora,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
6940,Luzula nivalis,14.9,0.25,NA,9.523809524,0.05,NA,NA,9.523809524,9.523809524,NA
6941,Luzula nivea,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA
6942,Luzula pallescens,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
6943,Luzula parviflora,NA,0.6096,NA,NA,0.254,NA,NA,NA,NA,NA
6944,Luzula pilosa,16.9625,0.225,NA,25.5,NA,NA,NA,25.5,NA,NA
6945,Luzula piperi,13.48125,NA,NA,NA,NA,NA,NA,NA,NA,NA
6946,Luzula rufa,NA,0.133333333,NA,18.51065297,NA,NA,NA,NA,NA,18.51065297
6947,Luzula sp,22.7011515,NA,NA,NA,NA,NA,NA,NA,NA,NA
6948,Luzula spicata,22.59228887,0.24812,NA,12.7029028,0.254,NA,NA,14.86537506,9.8,13.44333333
6949,Luzula sudetica,NA,0.123333333,NA,34.47,NA,NA,NA,NA,NA,34.47
6950,Luzula sylvatica,18.75,0.6625,NA,16.45,NA,NA,NA,16.45,NA,NA
6951,Lychnis coronaria,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
6296,LYCHNIS FLOS-CUCULI,NA,0.65625,NA,25.07666667,NA,NA,NA,29.4325,21.7,24.0975
6952,Lychnis flos-jovis,NA,NA,NA,22.22222222,NA,NA,NA,22.22222222,NA,NA
6953,Lycium andersonii,30.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA
6954,Lycium barbarum,NA,2.583333333,NA,14.14666667,NA,NA,NA,11.4,NA,16.89333333
6955,Lycium carolinianum,NA,1.2192,NA,NA,0.2794,NA,NA,NA,NA,NA
6956,Lycium chilense,NA,NA,NA,10.16673444,NA,NA,NA,NA,10.16673444,NA
6957,Lycium chinense,37.68333333,2.5,NA,NA,NA,NA,NA,NA,NA,NA
6958,Lycium elongatum,NA,NA,NA,5.83,NA,NA,NA,NA,5.83,NA
6959,Lycium pallidum,26.13809524,2.1336,NA,NA,0.3048,NA,NA,NA,NA,NA
6960,Lycium ruthenicum,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
6961,Lycium shockleyi,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6962,Lycium tenuispinosum,NA,NA,NA,18.964,NA,NA,NA,NA,NA,18.964
6963,Lycopodiella diffusa,NA,0.2375,NA,13.99391826,NA,NA,NA,NA,NA,13.99391826
6964,Lycopodiella inundata,NA,0.066666667,NA,58.84,NA,NA,NA,NA,NA,58.84
6965,Lycopodium annotinum,9.843727865,0.1887,NA,18.11457045,0.254,NA,NA,NA,NA,18.11457045
6966,Lycopodium clavatum,8.7125,0.2075,NA,21.72333333,NA,NA,NA,NA,NA,21.72333333
6967,Lycopodium scariosum,NA,0.4,NA,9.249708735,NA,NA,NA,NA,NA,9.249708735
6968,Lycopodium sp,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA
6969,Lycopodium volubile,NA,0.5,NA,21.36954254,NA,NA,NA,NA,NA,21.36954254
6970,Lycopus americanus,19.808496,0.54864,NA,17.25322933,0.254,NA,NA,17.25322933,NA,NA
6971,Lycopus asper,NA,0.64008,NA,NA,0.254,NA,NA,NA,NA,NA
6972,Lycopus europaeus,23.0216247,0.886888889,NA,43.74248518,NA,NA,NA,63.29333333,NA,24.19163702
6973,Lycopus exaltatus,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
6974,Lycopus rubellus,NA,0.48768,NA,NA,0.254,NA,NA,NA,NA,NA
6975,Lycopus virginicus,NA,1.2192,NA,NA,0.1524,NA,NA,NA,NA,NA
6976,Lygeum spartum,NA,0.65,NA,6.664407905,NA,NA,NA,6.664407905,NA,NA
6977,Lyonia ferruginea,11.2,2.06,NA,6.657377528,NA,NA,NA,6.657377528,NA,NA
6978,Lyonia fruticosa,NA,0.86,NA,6.140096881,NA,NA,NA,6.140096881,NA,NA
6979,Lyonia ligustrina,NA,4.1148,NA,NA,0.3048,NA,NA,NA,NA,NA
6980,Lyonia lucida,8.257311053,1.85584,NA,6.665242395,0.508,NA,NA,7.576085417,NA,5.754399373
6981,Lyonia octandra,9.2,NA,NA,6.7,NA,NA,NA,NA,6.7,NA
6982,Lysiana exocarpi,NA,2,NA,2.701307313,NA,NA,NA,NA,2.701307313,2.701307313
6983,Lysiana murrayi,NA,NA,NA,2.997590361,NA,NA,NA,NA,2.997590361,2.997590361
6984,Lysiana subfalcata,NA,5,NA,2.28,NA,NA,NA,NA,NA,2.28
6985,Lysiloma microphylla,NA,NA,NA,23.801,NA,NA,NA,23.801,NA,NA
6986,Lysimachia ciliata,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6987,Lysimachia lanceolata,NA,0.762,NA,NA,0.254,NA,NA,NA,NA,NA
6988,Lysimachia nemorum,NA,0.3,NA,30.2,NA,NA,NA,30.2,NA,NA
6989,Lysimachia nummularia,17.1,0.5,NA,30.05974936,NA,NA,NA,27.65,NA,32.46949872
6990,Lysimachia punctata,NA,0.775,NA,24.2,NA,NA,NA,24.2,NA,NA
6991,Lysimachia terrestris,29,0.8,NA,NA,NA,NA,NA,NA,NA,NA
6992,Lysimachia thyrsiflora,NA,0.575422222,NA,38.08333333,0.3048,NA,NA,38.08333333,NA,NA
6993,Lysimachia vulgaris,21.88303402,0.9339,NA,25.60349832,NA,5061.550593,NA,34.96090909,20.71,21.13958587
6994,Lysipomia laciniata,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
6995,Lythrum hyssopifolia,NA,0.305833333,NA,24.09,NA,NA,NA,NA,NA,24.09
6996,Lythrum portula,NA,0.151666667,NA,24,NA,NA,NA,24,NA,NA
6997,Lythrum salicaria,20.4247296,0.84052,NA,18.43573168,NA,NA,NA,22.00413049,NA,14.86733287
6998,Maackia amurensis,NA,NA,NA,13.25174825,NA,NA,NA,NA,13.25174825,NA
6999,Maackia hupehensis,NA,NA,NA,27.02702703,NA,NA,NA,NA,27.02702703,NA
7000,Mabea nitida,24.68199,10,NA,8.251308108,NA,NA,NA,NA,8.251308108,NA
7001,Mabea occidentalis,20.29975,12,NA,14.73500455,NA,NA,NA,NA,14.73500455,NA
7002,Macairea rufescens,7.805,NA,NA,4.4,NA,NA,NA,NA,4.4,NA
7003,Macaranga beccariana,NA,NA,NA,22.91,NA,NA,NA,NA,22.91,NA
7004,Macaranga conifera,21.5,NA,NA,12.445,NA,NA,NA,12.21,12.68,NA
7005,Macaranga gigantea,18.3,NA,NA,18.475,NA,NA,NA,13.3,23.65,NA
7006,Macaranga heynei,NA,NA,NA,11.53,NA,NA,NA,11.53,11.53,NA
7007,Macaranga hispida,NA,NA,NA,10.7,NA,NA,NA,NA,10.7,NA
7008,Macaranga hosei,NA,NA,NA,24.52666667,NA,NA,NA,NA,24.52666667,NA
7009,Macaranga hullettii,NA,NA,NA,22.73,NA,NA,NA,NA,22.73,NA
7010,Macaranga hypoleuca,NA,NA,NA,23.14333333,NA,NA,NA,NA,23.14333333,NA
7011,Macaranga lamellata,NA,NA,NA,26.91,NA,NA,NA,NA,26.91,NA
7012,Macaranga tanarius,23,1.19,NA,22.94555556,NA,NA,NA,28.49002849,17.40108262,NA
7013,Macaranga trachyphylla,NA,NA,NA,21.38,NA,NA,NA,NA,21.38,NA
7014,Macaranga triloba,26.6,1.52,NA,22.27557562,NA,NA,NA,22.57336343,21.97778781,NA
7015,Macaranga winkleri,NA,NA,NA,27.13666667,NA,NA,NA,NA,27.13666667,NA
7016,Machaeranthera tanacetifolia,NA,0.6096,NA,NA,0.2032,NA,NA,NA,NA,NA
7017,Machaerina articulata,NA,NA,7.75,NA,NA,NA,NA,NA,NA,NA
7018,Machaerina ensifolia,13.24324324,NA,NA,NA,NA,NA,NA,NA,NA,NA
7019,Machaerina mariscoides,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
7020,Machaerina tenax,NA,0.2,NA,6.79487896,NA,NA,NA,NA,NA,6.79487896
7021,Machaerina teretifolia,NA,0.483333333,NA,4.626406454,NA,NA,NA,NA,NA,4.626406454
7022,Machaerium arboreum,NA,NA,NA,12.42204317,NA,NA,NA,NA,NA,12.42204317
7023,Machaerium arenarium,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
7024,Machaerium biovulatum,29.69438,NA,NA,10.83597273,NA,NA,NA,NA,10.83597273,NA
7025,Machaerium isadelphum,NA,NA,NA,10.60025214,NA,NA,NA,NA,NA,10.60025214
7026,Machaerium kegelii,23.03546234,NA,NA,10.59709834,NA,NA,NA,12.22695277,NA,8.967243903
7027,Machaerium milleflorum,NA,NA,NA,16.0280714,NA,NA,NA,NA,NA,16.0280714
7028,Machaerium multifoliolatum,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
7029,Machaerium nyctitans,26.16666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
7030,Machaerium obovatum,22.27272727,NA,NA,NA,NA,NA,NA,NA,NA,NA
7031,Machaerium opacum,24.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
7032,Machaerium salvadorense,NA,NA,NA,23.60304214,NA,NA,NA,24.78643931,NA,22.41964497
7033,Machaerium seemannii,28.59434139,NA,NA,21.31741271,NA,NA,NA,23.81357906,NA,18.82124636
7034,Machaerium sp,17.5,NA,NA,23.67838438,NA,NA,NA,NA,23.67838438,NA
7035,Machaerium stipitatum,36.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
7036,Machilus breviflora,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
7037,Machilus chinensis,9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
7038,Machilus leptophylla,22.5,NA,NA,11.1,NA,NA,NA,NA,11.1,NA
7039,Machilus microphylla,NA,NA,NA,9.345794393,NA,NA,NA,NA,9.345794393,NA
7040,Machilus monticola,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
7041,Machilus nanum,NA,NA,NA,12.5,NA,NA,NA,NA,12.5,NA
7042,Machilus thunbergii,12.69,NA,NA,7.3,NA,NA,NA,NA,7.3,NA
7043,Maclura pomifera,NA,11.441,NA,NA,0.8128,NA,NA,NA,NA,NA
7044,Maclura tinctoria,21.70486581,25.12783066,NA,17.72710566,NA,NA,NA,19.30679435,18.2632646,15.61125802
7045,Macrocarpaea sodiroana,13.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
7046,Macrocnemum roseum,22.70831245,18.93754213,NA,17.79339766,NA,NA,NA,18.08354529,NA,17.50325004
7047,Macrolobium acaciifolium,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
7048,Macrolobium angustifolium,23.793305,30,NA,16.00098402,NA,NA,NA,NA,16.00098402,NA
7049,Macrolobium gracile,25.63128,25,NA,17.43533938,NA,NA,NA,NA,17.43533938,NA
7050,Macrolobium limbatum,16.037095,30,NA,13.24346217,NA,NA,NA,NA,13.24346217,NA
