,site_code,Taxon,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,rootDiam.mm,SRL.groot.cahill.merge,RTD.groot.cahill.merge,RMF.g.g,local_lifespan,local_lifeform,functional_group,
482,cowidrt.ca,GERANIUM MOLLE,0,24.18928,0.296666667,NA,27.88292222,0.53,0.112466667,289.9024475,0.329104478,0.288286877,THREE,FORB,FORB,
483,teshio.jp,GERANIUM THUNBERGII,-2.5,22.1392525,0.438054375,NA,25.97506272,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
484,esw.ca,GEUM CANADENSE,0,12.3,0.77936,NA,20.2434208,0.1016,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
485,nnss.us,GILIA BRECCIARUM,-0.462466953,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
486,allmendb.ch,GLOBULARIA VULGARIS,-0.041666667,14.90839965,0.2,NA,6.892,NA,NA,NA,NA,0.346832136,PERENNIAL,FORB,FORB,leafN CoRRE
487,allmendo.ch,GLOBULARIA VULGARIS,0.75,14.90839965,0.2,NA,6.892,NA,NA,NA,NA,0.346832136,PERENNIAL,FORB,FORB,leafN CoRRE
488,quilpie.au,GLYCINE CANESCENS,0,19.917992,0.97536,NA,18.54646915,0.4064,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
489,brookdale.ca,GLYCYRRHIZA LEPIDOTA,6.06666667,38.83,1.2192,NA,15.04672897,0.3048,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
490,marcdrt.ar,GNAPHALIUM AMERICANUM,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIENNIAL,FORB,FORB,
491,passogavia.it,GNAPHALIUM SUPINUM,-0.023333333,22.46381487,0.05984,28.1,27.00300375,NA,0.29,307.39,NA,NA,PERENNIAL,FORB,FORB,
492,jilpanger.au,GNEPHOSIS DRUMMONDII,-0.5,NA,0.051666667,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
493,charleville.au,GOODENIA CYCLOPTERA,0,17.7867106,0.14,NA,8.634872282,NA,NA,NA,NA,NA,BOTH,FORB,FORB,leafN CoRRE
494,quilpie.au,GOODENIA CYCLOPTERA,0,17.7867106,0.14,NA,8.634872282,NA,NA,NA,NA,NA,BOTH,FORB,FORB,leafN CoRRE
495,brokenh.au,GOODENIA CYCLOPTERA,-1,17.7867106,0.14,NA,8.634872282,NA,NA,NA,NA,NA,BOTH,FORB,FORB,leafN CoRRE
496,cobar.au,GOODENIA CYCLOPTERA,-1.333333333,17.7867106,0.14,NA,8.634872282,NA,NA,NA,NA,NA,BOTH,FORB,FORB,leafN CoRRE
497,credom.au,GOODENIA MIMULOIDES,0,NA,0.4,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
498,credoj.au,GOODENIA MIMULOIDES,-0.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
499,cerrillos.ar,GOUINIA PARAGUAYENSIS,-0.94,23.1,0.47,NA,19.71,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
500,nnss.us,GRAYIA SPINOSA,-1.1132472,17,0.9144,NA,9.603796386,0.508,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,SLA from CoRRE
501,falls.au,GREVILLEA AUSTRALIS,0.5,4.635090909,1.134285714,NA,4.896896205,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
502,sevblack.us,GUTIERREZIA SAROTHRAE,-5.625,25.525,0.4572,8.999919367,12.74522303,0.4064,0.2661,82.97823597,0.225,NA,PERENNIAL,SHRUB,FORB,
503,allmendo.ch,GYPSOPHILA REPENS,0.25,12.7,0.14,NA,15.67666667,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
504,ciempoz.es,GYPSOPHILA STRUTHIUM,1.2965,NA,0.6,NA,4.877171445,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
505,ebro.es,HELIANTHEMUM LAVANDULIFOLIUM,-0.356847945,NA,0.2,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
506,ebro.es,HELIANTHEMUM MARIFOLIUM,-0.003417944,NA,0.3,NA,7.659559676,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
507,allmendo.ch,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,-0.916666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
508,allmendb.ch,HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM,3.749999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
509,ciempoz.es,HELIANTHEMUM SQUAMATUM,-4.398333333,21.4,0.2,NA,5.358237548,NA,NA,NA,NA,0.200703367,PERENNIAL,SUBSHRUB,WOODY,
510,cdpt_drt.us,HELIANTHUS ANNUUS,0.366666667,18,2.847733333,27.3,20.20275046,0.2032,0.945853228,191.3969043,0.185054,0.223790596,ANNUAL,FORB,FORB,
511,brookdale.ca,HELIANTHUS PAUCIFLORUS,0.166666667,11.69,0.39,NA,9.153001144,1.27,0.36,52,0.19,NA,PERENNIAL,FORB,FORB,
512,ukulingadrt.za,HELICHRYSUM NUDIFOLIUM,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
513,ebro.es,HELICHRYSUM STOECHAS,0.115628333,15.1,0.4,NA,14.05029913,NA,0.49195,6.114890701,0.652701216,0.207900208,PERENNIAL,SHRUB,WOODY,
514,biddulph.ca,HELICTOTRICHON HOOKERI,0,21.4050389,0.3,NA,19.08259351,0.9,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,leafN CoRRE
515,allmendb.ch,HELICTOTRICHON PRATENSE,1.416666667,16.4,0.816666667,NA,12.4325,0.79,0.1543,85.98480816,0.669747899,0.507531133,PERENNIAL,GRASS,GRASS,
516,allmendo.ch,HELICTOTRICHON PRATENSE,0.583333334,16.4,0.816666667,NA,12.4325,0.79,0.1543,85.98480816,0.669747899,0.507531133,PERENNIAL,GRASS,GRASS,
517,elvadrt.ee,HELICTOTRICHON PUBESCENS,-3.333333333,22.96361562,0.680625,7.892636683,18.24085078,0.3,0.161264502,62.86954053,0.090296815,0.652943118,PERENNIAL,GRASS,GRASS,
518,brookdale.ca,HELIOPSIS HELIANTHOIDES,7.875,30.95,1.2745,NA,19.34129566,NA,0.38123125,61.30678286,0.14770625,0.268602939,PERENNIAL,FORB,FORB,
519,ebro.es,HERNIARIA FRUTICOSA,-0.118973555,NA,0.05,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
520,cdpt_drt.us,HESPEROSTIPA COMATA,8.16666667,16.5,0.25,5.78,15.33,1.353301654,0.3829,40.72791888,0.380337995,0.475,PERENNIAL,GRASS,GRASS,
521,mattheis.ca,HESPEROSTIPA COMATA,-4.25,16.5,0.25,5.78,15.33,1.353301654,0.3829,40.72791888,0.380337995,0.475,PERENNIAL,GRASS,GRASS,
522,ukulingadrt.za,HETEROPOGON CONTORTUS,8.5,11.22375,0.21336,4.15,9.881422925,0.254,0.25,NA,0.62,0.29,PERENNIAL,GRASS,GRASS,
523,ukulingadrt.za,HIBISCUS AETHIOPICUS,-1.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
524,sevmixed.us,HILARIA JAMESII,-3.989285714,21.68723958,0.6096,7.6,13.95707872,0.3048,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
525,allmendo.ch,HIPPOCREPIS COMOSA,4.44E-16,29.42772,0.231666667,NA,15.316,0.9375,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
526,allmendb.ch,HIPPOCREPIS COMOSA,-0.416666663,29.42772,0.231666667,NA,15.316,0.9375,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
527,sevblack.us,HOFFMANNSEGGIA DREPANOCARPA,0,NA,NA,NA,16.00833991,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
528,sevmixed.us,HOFFMANNSEGGIA DREPANOCARPA,0.5,NA,NA,NA,16.00833991,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
529,chacra.ar,HOFFMANNSEGGIA TRIFOLIATA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
530,scruzh.us,HOLCUS LANATUS,-0.3029453,24.56210683,0.554013615,9.716666667,33.19474226,0.1016,0.116666667,311.996707,0.204186017,0.439309966,PERENNIAL,FORB,GRASS,
531,rhijn.nl,HOLCUS LANATUS,-1.4,24.56210683,0.554013615,9.716666667,33.19474226,0.1016,0.116666667,311.996707,0.204186017,0.439309966,PERENNIAL,GRASS,GRASS,
532,kiskun.hu,HOLOSTEUM UMBELLATUM,-0.662,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,NA,ANNUAL,FORB,FORB,
533,esw.ca,HOLOSTEUM UMBELLATUM,0,NA,0.161666667,NA,35.26333333,0.24,NA,NA,NA,NA,ANNUAL,FORB,FORB,
534,cobar.au,HORDEUM MURINUM,-7,40.88594333,0.405416667,NA,28.79435074,0.1,0.217582152,204.9930273,0.085216667,0.309255778,ANNUAL,GRASS,GRASS,
535,marcdrt.ar,HORDEUM PUSILLUM,0.166666666,25.3788,0.36576,NA,32.4,0.2032,0.1830875,157.1579379,0.278984,0.46335377,ANNUAL,GRASS,GRASS,
536,jilpanger.au,HYALOSPERMA DEMISSUM,-0.2,NA,0.035184911,NA,37.96275255,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
537,cobar.au,HYALOSPERMA SEMISTERILE,8.33333333,20.79443908,0.13,NA,13.02510508,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
538,marcdrt.ar,HYDROCOTYLE BONARIENSIS,0.166666666,NA,NA,NA,27.35005333,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
539,jilpanger.au,HYDROCOTYLE FOVEOLATA,0,18.8843255,0.096,NA,40.9506058,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
540,jilpanger.au,HYPOCHAERIS GLABRA,0.2,16.375,0.301666667,NA,43.23142857,NA,1.963333333,NA,NA,0.24,ANNUAL,FORB,FORB,
541,falls.au,HYPOCHAERIS RADICATA,-0.066666667,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,PERENNIAL,FORB,FORB,
542,spvdrt.ar,HYPOCHAERIS RADICATA,0.333333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,PERENNIAL,FORB,FORB,
543,charleville.au,HYPOCHAERIS RADICATA,0.333333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,ANNUAL,FORB,FORB,
544,yarradrt.au,HYPOCHAERIS RADICATA,6.598333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,PERENNIAL,FORB,FORB,
545,baddrt.de,HYPOCHAERIS RADICATA,0.8,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,PERENNIAL,FORB,FORB,
546,jilpanger.au,HYPOLAENA FASTIGIATA,-0.5,5.5,0.458333333,NA,2.094693443,0.25,NA,NA,NA,NA,PERENNIAL,GRASS,FORB,
547,ukulingadrt.za,HYPOXIS FILIFORMIS,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
548,ukulingadrt.za,INDIGOFERA HILARIS,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,LEGUME,
549,sand.us,IONACTIS LINARIIFOLIA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
550,credom.au,ISOETOPSIS GRAMINIFOLIA,0,NA,0.045,NA,13.53831542,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
551,jilpanger.au,ISOLEPIS MARGINATA,-0.5,NA,0.0736,NA,NA,NA,NA,NA,NA,NA,ANNUAL,GRAMINOID,GRAMINOID,
552,rhijn.nl,JACOBAEA VULGARIS,-2,18.1084,1,5.92241,26.84719748,NA,NA,NA,NA,NA,BIENNIAL,FORB,FORB,
553,jilpanger.au,JUNCUS BUFONIUS,0,30.38,0.3274,NA,19.02613008,0.1524,0.090766667,292.3895145,0.44,0.594594595,ANNUAL,GRASS,GRAMINOID,
554,teshio.jp,JUNCUS EFFUSUS,-38,10.75127,0.664285714,9.325765248,6.765762036,0.6096,0.56575,117.1474667,0.202890258,0.503566667,PERENNIAL,GRAMINOID,GRAMINOID,
555,marcdrt.ar,JUNCUS IMBRICATUS,1.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRAMINOID,
556,marcdrt.ar,JUNCUS MICROCEPHALUS,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRAMINOID,
557,lygraold.no,JUNCUS SQUARROSUS,0,12.367,0.224166667,NA,5.87,0.33,NA,NA,NA,0.3825,PERENNIAL,GRAMINOID,GRAMINOID,
558,paike.ar,JUNELLIA ODONELLII,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
559,lygraold.no,JUNIPERUS COMMUNIS,-2,11.83275055,4.953888889,6.475833557,9.641628751,0.3556,0.4478375,5.55,0.6,0.265,PERENNIAL,SHRUB,WOODY,
560,ebro.es,JUNIPERUS PHOENICEA,-0.041015333,8.407,2.943518519,NA,5.437737901,2.5,0.5192,8.033595128,0.625121324,NA,PERENNIAL,SHRUB,WOODY,
561,sevblack.us,KALLSTROEMIA PARVIFLORA,0,NA,NA,NA,25.53063956,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
562,matador.ca,KOELERIA MACRANTHA,-0.083333333,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRASS,GRASS,
563,mattheis.ca,KOELERIA MACRANTHA,-20.58333333,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRASS,GRASS,
564,cdpt_drt.us,KOELERIA MACRANTHA,-12,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRASS,GRASS,
565,biddulph.ca,KOELERIA MACRANTHA,0.25,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRAMINOID,GRASS,
566,hard.us,KOELERIA MACRANTHA,0,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRASS,GRASS,
567,konzadrt.us,KOELERIA MACRANTHA,2.6,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,PERENNIAL,GRASS,GRASS,
568,cedartrait.us,KOELERIA MICRATHERA,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
569,matador.ca,KRASCHENINNIKOVIA LANATA,9.166666667,24.4,0.2,21.33333333,11.20220464,0.3048,0.2343,6.495339737,0.587798829,NA,PERENNIAL,FORB,WOODY,
570,yarradrt.au,KYLLINGA ODORATA,-0.5,20.24560754,0.209663242,NA,16.49364805,NA,NA,NA,NA,NA,BOTH,GRAMINOID,GRAMINOID,"leafN, height, SLA from CoRRE"
571,naposta.ar,LACTUCA SERRIOLA,-2,31.93113667,0.4225,NA,31.04,0.825,0.61405,177.0021698,0.029929167,0.2154304,ANNUAL,FORB,FORB,
572,kernb.ca,LACTUCA TATARICA,-2.25,22.6,0.441428571,7.133333333,6.176234778,2.4,0.336325,27.48041934,0.213227444,NA,PERENNIAL,FORB,FORB,
573,cerrillos.ar,LARREA DIVARICATA,6.16666666,22.9,1.67,NA,5.881206897,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
574,nnss.us,LARREA TRIDENTATA,-0.6810066,20.22556818,2.2235,NA,10.4929565,2.4,0.423,45.247608,NA,0.230056645,PERENNIAL,SHRUB,WOODY,
575,marcdrt.ar,LATHYRUS CRASSIPES,-10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,LEGUME,
576,brookdale.ca,LATHYRUS OCHROLEUCUS,-0.416666667,32.9,0.237857143,21.65714286,18.74276422,NA,NA,2.49723027,0.098204363,NA,PERENNIAL,LEGUME,LEGUME,
577,brookdale.ca,LATHYRUS PALUSTRIS,0,33.6,0.858333333,NA,34.15,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,
578,elvadrt.ee,LATHYRUS PRATENSIS,-15,39.68831026,0.475733333,25.11541,24.65295817,1.18,0.4965,63.29727228,0.141833333,0.386653858,PERENNIAL,LEGUME,LEGUME,
579,rhijn.nl,LATHYRUS PRATENSIS,5,39.68831026,0.475733333,25.11541,24.65295817,1.18,0.4965,63.29727228,0.141833333,0.386653858,PERENNIAL,LEGUME,LEGUME,
580,cowidrt.ca,LATHYRUS SPHAERICUS,1.5,37.48467895,0.275,NA,27.29537034,NA,NA,NA,NA,NA,ANNUAL,FORB,LEGUME,leafN CoRRE
581,cedarsav.us,LATHYRUS VENOSUS,-0.35,32.92,0.353333333,23.9,15.05571843,NA,0.3725,NA,0.194444444,NA,PERENNIAL,FORB,LEGUME,
582,brokenh.au,LEMOORIA BURKITTII,-9.5,20.03667046,0.05,NA,16.3408875,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, SLA from CoRRE"
583,allmendo.ch,LEONTODON HISPIDUS,0,23.92644618,0.371,11.53789754,24.61213746,0.3,0.273284146,204.9072943,0.134462153,0.41640885,PERENNIAL,FORB,FORB,
584,elvadrt.ee,LEONTODON HISPIDUS,5.33333333,23.92644618,0.371,11.53789754,24.61213746,0.3,0.273284146,204.9072943,0.134462153,0.41640885,PERENNIAL,FORB,FORB,
585,gmmolar.us,LEPIDIUM LASIOCARPUM,0,32.34260939,0.287972538,NA,22.76675243,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
586,gmgranite.us,LEPIDIUM LASIOCARPUM,0.5,32.34260939,0.287972538,NA,22.76675243,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
587,capwhite.us,LEPIDIUM LASIOCARPUM,4,32.34260939,0.287972538,NA,22.76675243,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
588,ciempoz.es,LEPIDIUM SUBULATUM,-2.07428572,NA,0.3,NA,6.508870465,NA,NA,NA,NA,0.425531915,PERENNIAL,SUBSHRUB,WOODY,
589,jilpanger.au,LEPIDOSPERMA CARPHOIDES,0.5,5.7,0.4,NA,2.685549483,0.28,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
590,jilpanger.au,LEPIDOSPERMA CONGESTUM,0,NA,0.33825,NA,2.737,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
591,cedartrait.us,LESPEDEZA CAPITATA,-3.283333333,19.09948702,0.842,31.172408,12.25680193,0.4572,0.333275,79.00332954,0.18700225,0.337024703,PERENNIAL,FORB,LEGUME,
592,sand.us,LESPEDEZA PROCUMBENS,-7,24.56689727,0.25,NA,15.64773251,NA,NA,NA,NA,NA,PERENNIAL,LEGUME,LEGUME,leafN CoRRE
593,passogavia.it,LEUCANTHEMOPSIS ALPINA,0.538,26.16029667,0.035,NA,15.8,NA,1,NA,NA,NA,PERENNIAL,FORB,FORB,
594,allmendb.ch,LEUCANTHEMUM VULGARE,0.375,30.26796208,0.53192,9.640667198,18.01419965,0.2032,0.23427,205.5962002,0.178238532,0.47391085,PERENNIAL,FORB,FORB,
595,rhijn.nl,LEUCANTHEMUM VULGARE,2,30.26796208,0.53192,9.640667198,18.01419965,0.2032,0.23427,205.5962002,0.178238532,0.47391085,PERENNIAL,FORB,FORB,
596,paike.ar,LEUCHERIA PURPUREA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
597,jilpanger.au,LEVENHOOKIA DUBIA,-0.5,11.41243181,0.043016318,NA,46.88127028,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
598,cedartrait.us,LIATRIS ASPERA,-1.573015873,12.33641253,0.68,20.498833,18.35069678,NA,0.335858333,193.6403191,0.10765675,0.328042296,PERENNIAL,FORB,FORB,
599,sand.us,LIATRIS COKERI,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
600,brookdale.ca,LIATRIS LIGULISTYLIS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
601,cdpt_drt.us,LIATRIS PUNCTATA,0.5,16.8,0.0925,11.75,11.09,0.3556,0.606825,118.8077502,0.167531,0.732865851,PERENNIAL,FORB,FORB,
602,passogavia.it,LIGUSTICUM MUTELLINA,18.5,32.12230333,0.28,NA,22.90033333,0.68,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
603,cedartrait.us,LINARIA VULGARIS,0,18.34,0.324,NA,22.52432988,0.95,0.1355,120.6592943,0.521818182,0.672131148,PERENNIAL,FORB,FORB,
604,scruzh.us,LINUM BIENNE,2.011646384,29.66993017,0.375,NA,21.25700911,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
605,elvadrt.ee,LINUM CATHARTICUM,-0.5,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,ANNUAL,FORB,FORB,
606,allmendb.ch,LINUM CATHARTICUM,0.916666666,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,ANNUAL,FORB,FORB,
607,allmendo.ch,LINUM CATHARTICUM,-1.249999999,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,ANNUAL,FORB,FORB,
608,matador.ca,LINUM RIGIDUM,0,27.25859093,0.267111818,NA,19.53836712,0.13,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
609,ebro.es,LINUM SUFFRUTICOSUM,-0.579159778,19.9,0.4,NA,13.83721065,NA,0.18,129.275,NA,0.293431287,PERENNIAL,SHRUB,WOODY,
610,brookdale.ca,LITHOSPERMUM CANESCENS,0.666666667,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
611,cedarsav.us,LITHOSPERMUM CANESCENS,3.833333333,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
612,cedarsav.us,LITHOSPERMUM CAROLINIENSE,0.7,17.774,0.406,NA,12.63662801,2,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
613,mattheis.ca,LITHOSPERMUM INCISUM,13,26.9,0.093666667,16.25,10.79151546,3.03,0.2063875,107.882151,0.58125,NA,PERENNIAL,FORB,FORB,
614,cdpt_drt.us,LITHOSPERMUM INCISUM,-0.75,26.9,0.093666667,16.25,10.79151546,3.03,0.2063875,107.882151,0.58125,NA,PERENNIAL,FORB,FORB,
615,capwhite.us,LOEFLINGIA SQUARROSA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
616,nnss.us,LOESELIASTRUM SCHOTTII,-0.525859236,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
617,capmcd.us,LOGFIA ARIZONICA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
618,capwhite.us,LOGFIA ARIZONICA,5.366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
619,scruzl.us,LOLIUM PERENNE,-2.338968367,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,ANNUAL,GRASS,GRASS,
620,scruzm.us,LOLIUM PERENNE,-0.6371753,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,ANNUAL,GRASS,GRASS,
621,jilpanger.au,LOMANDRA JUNCEA,-0.5,NA,0.42,NA,NA,0.19,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
622,jilpanger.au,LOMANDRA NANA,0.333333334,15.12771149,0.17,NA,5.237312811,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
623,cowidrt.ca,LOMATIUM UTRICULATUM,-2.833333333,25,0.623614259,NA,9.979276578,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,height from CoRRE
624,allmendo.ch,LOTUS CORNICULATUS,0.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,PERENNIAL,FORB,LEGUME,
625,yarradrt.au,LOTUS CORNICULATUS,0.193333333,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,PERENNIAL,LEGUME,LEGUME,
626,allmendb.ch,LOTUS CORNICULATUS,-1.500000001,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,PERENNIAL,FORB,LEGUME,
627,purdue.us,LOTUS CORNICULATUS,-4.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,PERENNIAL,LEGUME,LEGUME,
628,gmmolar.us,LUPINUS CONCINNUS,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,LEGUME,
629,cedartrait.us,LUPINUS PERENNIS,0.4,32.9375,0.38,29.52364967,19.49355322,0.32,0.34,17.10482839,0.32,0.38748562,PERENNIAL,FORB,LEGUME,
630,paike.ar,LUZULA CHILENSIS,0,11.42,0.064,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
631,lygraint.no,LUZULA MULTIFLORA,0,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
632,elvadrt.ee,LUZULA MULTIFLORA,0.666666667,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,NA,PERENNIAL,GRASS,GRAMINOID,
633,lygraint.no,LUZULA PILOSA,0,16.9625,0.225,12.5,25.5,NA,0.21,565.6,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,
634,nnss.us,LYCIUM PALLIDUM,-0.449388067,26.13809524,2.1336,NA,11.91221892,0.3048,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,SLA from CoRRE
635,cdpt_drt.us,LYGODESMIA JUNCEA,-0.15,NA,0.151,NA,NA,3.709333333,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
636,biddulph.ca,LYGODESMIA JUNCEA,-1.75,NA,0.151,NA,NA,3.709333333,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
637,lygraint.no,LYSIMACHIA EUROPAEA,-0.5,31.15982717,0.031518519,NA,19.4,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
638,cdpt_drt.us,MACHAERANTHERA PINNATIFIDA,-0.2,NA,NA,NA,14.18259087,1.335,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
639,sevmixed.us,MACHAERANTHERA PINNATIFIDA,0.333333333,NA,NA,NA,14.18259087,1.335,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
640,credoj.au,MAIREANA CARNOSA,-3.3,NA,0.3,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
