"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group"
"484","marcdrt.ar","HYDROCOTYLE BONARIENSIS",0.166666666,NA,NA,NA,27.35005333,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"485","jilpanger.au","HYDROCOTYLE FOVEOLATA",0,NA,0.096,NA,40.9506058,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"486","jilpanger.au","HYPOCHAERIS GLABRA",0.2,16.375,0.301666667,NA,43.23142857,NA,1.963333333,NA,NA,0.24,"ANNUAL","FORB","FORB"
"487","falls.au","HYPOCHAERIS RADICATA",-0.066666667,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,"PERENNIAL","FORB","FORB"
"488","spvdrt.ar","HYPOCHAERIS RADICATA",0.333333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,"PERENNIAL","FORB","FORB"
"489","charleville.au","HYPOCHAERIS RADICATA",0.333333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,"ANNUAL","FORB","FORB"
"490","yarradrt.au","HYPOCHAERIS RADICATA",6.598333333,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,"PERENNIAL","FORB","FORB"
"491","baddrt.de","HYPOCHAERIS RADICATA",0.8,17.75,0.3505,5.956457605,28.79050968,0.5475,0.261638779,151.7703194,0.14089564,0.455750199,"PERENNIAL","FORB","FORB"
"492","jilpanger.au","HYPOLAENA FASTIGIATA",-0.5,5.5,0.458333333,NA,2.094693443,0.25,NA,NA,NA,NA,"PERENNIAL","GRASS","FORB"
"493","ukulingadrt.za","HYPOXIS FILIFORMIS",2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"494","sand.us","IONACTIS LINARIIFOLIA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"495","credom.au","ISOETOPSIS GRAMINIFOLIA",0,NA,0.045,NA,13.53831542,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"496","jilpanger.au","ISOLEPIS MARGINATA",-0.5,NA,0.0736,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","GRAMINOID","GRAMINOID"
"497","rhijn.nl","JACOBAEA VULGARIS",-2,18.1084,1,5.92241,26.84719748,NA,NA,NA,NA,NA,"BIENNIAL","FORB","FORB"
"498","jilpanger.au","JUNCUS BUFONIUS",0,30.38,0.3274,NA,19.02613008,0.1524,0.090766667,292.3895145,0.44,0.594594595,"ANNUAL","GRASS","GRAMINOID"
"499","teshio.jp","JUNCUS EFFUSUS",-38,10.75127,0.664285714,9.325765248,6.765762036,0.6096,0.56575,117.1474667,0.202890258,0.503566667,"PERENNIAL","GRAMINOID","GRAMINOID"
"500","marcdrt.ar","JUNCUS IMBRICATUS",1.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"501","marcdrt.ar","JUNCUS MICROCEPHALUS",-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"502","lygraold.no","JUNCUS SQUARROSUS",0,12.367,0.224166667,NA,5.87,0.33,NA,NA,NA,0.3825,"PERENNIAL","GRAMINOID","GRAMINOID"
"503","sevblack.us","KALLSTROEMIA PARVIFLORA",0,NA,NA,NA,25.53063956,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"504","matador.ca","KOELERIA MACRANTHA",-0.083333333,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRASS","GRASS"
"505","mattheis.ca","KOELERIA MACRANTHA",-20.58333333,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRASS","GRASS"
"506","cdpt_drt.us","KOELERIA MACRANTHA",-12,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRASS","GRASS"
"507","biddulph.ca","KOELERIA MACRANTHA",0.25,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRAMINOID","GRASS"
"508","hard.us","KOELERIA MACRANTHA",0,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRASS","GRASS"
"509","konzadrt.us","KOELERIA MACRANTHA",2.6,15.4,0.136,7.325,20.12,0.508,0.26642,154.286624,0.405508934,0.522549003,"PERENNIAL","GRASS","GRASS"
"510","cedartrait.us","KOELERIA MICRATHERA",-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"511","yarradrt.au","KYLLINGA ODORATA",-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH","GRAMINOID","GRAMINOID"
"512","naposta.ar","LACTUCA SERRIOLA",-2,31.93113667,0.4225,NA,31.04,0.825,0.61405,177.0021698,0.029929167,0.2154304,"ANNUAL","FORB","FORB"
"513","kernb.ca","LACTUCA TATARICA",-2.25,22.6,0.441428571,7.133333333,6.176234778,2.4,0.336325,27.48041934,0.213227444,NA,"PERENNIAL","FORB","FORB"
"514","marcdrt.ar","LATHYRUS CRASSIPES",-10.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"515","brookdale.ca","LATHYRUS OCHROLEUCUS",-0.416666667,32.9,0.237857143,21.65714286,18.74276422,NA,NA,2.49723027,0.098204363,NA,"PERENNIAL","LEGUME","LEGUME"
"516","brookdale.ca","LATHYRUS PALUSTRIS",0,33.6,0.858333333,NA,34.15,NA,NA,NA,NA,NA,"PERENNIAL","LEGUME","LEGUME"
"517","elvadrt.ee","LATHYRUS PRATENSIS",-15,39.68831026,0.475733333,25.11541,24.65295817,1.18,0.4965,63.29727228,0.141833333,0.386653858,"PERENNIAL","LEGUME","LEGUME"
"518","rhijn.nl","LATHYRUS PRATENSIS",5,39.68831026,0.475733333,25.11541,24.65295817,1.18,0.4965,63.29727228,0.141833333,0.386653858,"PERENNIAL","LEGUME","LEGUME"
"519","cowidrt.ca","LATHYRUS SPHAERICUS",1.5,NA,0.275,NA,27.29537034,NA,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"520","cedarsav.us","LATHYRUS VENOSUS",-0.35,32.92,0.353333333,23.9,15.05571843,NA,0.3725,NA,0.194444444,NA,"PERENNIAL","FORB","LEGUME"
"521","brokenh.au","LEMOORIA BURKITTII",-9.5,NA,0.05,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"522","allmendo.ch","LEONTODON HISPIDUS",0,23.92644618,0.371,11.53789754,24.61213746,0.3,0.273284146,204.9072943,0.134462153,0.41640885,"PERENNIAL","FORB","FORB"
"523","elvadrt.ee","LEONTODON HISPIDUS",5.33333333,23.92644618,0.371,11.53789754,24.61213746,0.3,0.273284146,204.9072943,0.134462153,0.41640885,"PERENNIAL","FORB","FORB"
"524","gmmolar.us","LEPIDIUM LASIOCARPUM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"525","gmgranite.us","LEPIDIUM LASIOCARPUM",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"526","capwhite.us","LEPIDIUM LASIOCARPUM",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"527","jilpanger.au","LEPIDOSPERMA CARPHOIDES",0.5,5.7,0.4,NA,2.685549483,0.28,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"528","jilpanger.au","LEPIDOSPERMA CONGESTUM",0,NA,0.33825,NA,2.737,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"529","cedartrait.us","LESPEDEZA CAPITATA",-3.283333333,19.09948702,0.842,31.172408,12.25680193,0.4572,0.333275,79.00332954,0.18700225,0.337024703,"PERENNIAL","FORB","LEGUME"
"530","sand.us","LESPEDEZA PROCUMBENS",-7,NA,0.25,NA,15.64773251,NA,NA,NA,NA,NA,"PERENNIAL","LEGUME","LEGUME"
"531","passogavia.it","LEUCANTHEMOPSIS ALPINA",0.538,26.16029667,0.035,NA,15.8,NA,1,NA,NA,NA,"PERENNIAL","FORB","FORB"
"532","allmendb.ch","LEUCANTHEMUM VULGARE",0.375,30.26796208,0.53192,9.640667198,18.01419965,0.2032,0.23427,205.5962002,0.178238532,0.47391085,"PERENNIAL","FORB","FORB"
"533","rhijn.nl","LEUCANTHEMUM VULGARE",2,30.26796208,0.53192,9.640667198,18.01419965,0.2032,0.23427,205.5962002,0.178238532,0.47391085,"PERENNIAL","FORB","FORB"
"534","paike.ar","LEUCHERIA PURPUREA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"535","jilpanger.au","LEVENHOOKIA DUBIA",-0.5,NA,0.043016318,NA,46.88127028,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"536","cedartrait.us","LIATRIS ASPERA",-1.573015873,12.33641253,0.68,20.498833,18.35069678,NA,0.335858333,193.6403191,0.10765675,0.328042296,"PERENNIAL","FORB","FORB"
"537","sand.us","LIATRIS COKERI",-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"538","brookdale.ca","LIATRIS LIGULISTYLIS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"539","cdpt_drt.us","LIATRIS PUNCTATA",0.5,16.8,0.0925,11.75,11.09,0.3556,0.606825,118.8077502,0.167531,0.732865851,"PERENNIAL","FORB","FORB"
"540","passogavia.it","LIGUSTICUM MUTELLINA",18.5,32.12230333,0.28,NA,22.90033333,0.68,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"541","cedartrait.us","LINARIA VULGARIS",0,18.34,0.324,NA,22.52432988,0.95,0.1355,120.6592943,0.521818182,0.672131148,"PERENNIAL","FORB","FORB"
"542","scruzh.us","LINUM BIENNE",2.011646384,NA,0.375,NA,21.25700911,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"543","elvadrt.ee","LINUM CATHARTICUM",-0.5,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,"ANNUAL","FORB","FORB"
"544","allmendb.ch","LINUM CATHARTICUM",0.916666666,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,"ANNUAL","FORB","FORB"
"545","allmendo.ch","LINUM CATHARTICUM",-1.249999999,20.2751018,0.184833333,NA,30.91750071,0.18,NA,NA,NA,0.148211244,"ANNUAL","FORB","FORB"
"546","matador.ca","LINUM RIGIDUM",0,NA,NA,NA,NA,0.13,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"547","brookdale.ca","LITHOSPERMUM CANESCENS",0.666666667,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"548","cedarsav.us","LITHOSPERMUM CANESCENS",3.833333333,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"549","cedarsav.us","LITHOSPERMUM CAROLINIENSE",0.7,17.774,0.406,NA,12.63662801,2,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"550","mattheis.ca","LITHOSPERMUM INCISUM",13,26.9,0.093666667,16.25,10.79151546,3.03,0.2063875,107.882151,0.58125,NA,"PERENNIAL","FORB","FORB"
"551","cdpt_drt.us","LITHOSPERMUM INCISUM",-0.75,26.9,0.093666667,16.25,10.79151546,3.03,0.2063875,107.882151,0.58125,NA,"PERENNIAL","FORB","FORB"
"552","capwhite.us","LOEFLINGIA SQUARROSA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"553","nnss.us","LOESELIASTRUM SCHOTTII",-0.525859236,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"554","capmcd.us","LOGFIA ARIZONICA",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"555","capwhite.us","LOGFIA ARIZONICA",5.366666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"556","scruzl.us","LOLIUM PERENNE",-2.338968367,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,"ANNUAL","GRASS","GRASS"
"557","scruzm.us","LOLIUM PERENNE",-0.6371753,19.23,0.4,9.7,18.31,0.254,0.1,220.8471095,0.186794228,0.484061808,"ANNUAL","GRASS","GRASS"
"558","jilpanger.au","LOMANDRA JUNCEA",-0.5,NA,0.42,NA,NA,0.19,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"559","jilpanger.au","LOMANDRA NANA",0.333333334,NA,0.17,NA,5.237312811,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"560","cowidrt.ca","LOMATIUM UTRICULATUM",-2.833333333,25,NA,NA,9.979276578,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"561","allmendo.ch","LOTUS CORNICULATUS",0.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","FORB","LEGUME"
"562","yarradrt.au","LOTUS CORNICULATUS",0.193333333,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","LEGUME","LEGUME"
"563","allmendb.ch","LOTUS CORNICULATUS",-1.500000001,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","FORB","LEGUME"
"564","purdue.us","LOTUS CORNICULATUS",-4.25,32.37274407,0.357339206,21.21401,20.8418579,0.3556,0.351194598,104.3277979,0.084566667,0.287780112,"PERENNIAL","LEGUME","LEGUME"
"565","gmmolar.us","LUPINUS CONCINNUS",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"566","cedartrait.us","LUPINUS PERENNIS",0.4,32.9375,0.38,29.52364967,19.49355322,0.32,0.34,17.10482839,0.32,0.38748562,"PERENNIAL","FORB","LEGUME"
"567","paike.ar","LUZULA CHILENSIS",0,11.42,0.064,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"568","lygraint.no","LUZULA MULTIFLORA",0,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"569","elvadrt.ee","LUZULA MULTIFLORA",0.666666667,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,NA,"PERENNIAL","GRASS","GRAMINOID"
"570","lygraint.no","LUZULA PILOSA",0,16.9625,0.225,12.5,25.5,NA,0.21,565.6,NA,NA,"PERENNIAL","GRAMINOID","GRAMINOID"
"571","cdpt_drt.us","LYGODESMIA JUNCEA",-0.15,NA,0.151,NA,NA,3.709333333,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"572","biddulph.ca","LYGODESMIA JUNCEA",-1.75,NA,0.151,NA,NA,3.709333333,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"573","lygraint.no","LYSIMACHIA EUROPAEA",-0.5,31.15982717,0.031518519,NA,19.4,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"574","cdpt_drt.us","MACHAERANTHERA PINNATIFIDA",-0.2,NA,NA,NA,14.18259087,1.335,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"575","sevmixed.us","MACHAERANTHERA PINNATIFIDA",0.333333333,NA,NA,NA,14.18259087,1.335,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"576","nnss.us","MALACOTHRIX GLABRATA",-0.395975803,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"577","cobar.au","MEDICAGO LACINIATA",-4,NA,0.05,NA,23.68,0.048,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"578","esw.ca","MEDICAGO LUPULINA",-0.5,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BOTH","LEGUME","LEGUME"
"579","marcdrt.ar","MEDICAGO LUPULINA",-1,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BIENNIAL","FORB","LEGUME"
"580","elvadrt.ee","MEDICAGO LUPULINA",-1.000000003,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"PERENNIAL","LEGUME","LEGUME"
"581","allmendb.ch","MEDICAGO LUPULINA",-0.75,32.94,0.1,8.5,21.96,0.3048,0.281707971,38.6836264,0.05175,0.2386439,"BIENNIAL","FORB","LEGUME"
"582","credom.au","MEDICAGO MINIMA",-3.75,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"583","credoj.au","MEDICAGO MINIMA",-7.833333333,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"584","kiskun.hu","MEDICAGO MINIMA",-0.08,41.21475238,0.1701,33.34666667,21.02654321,0.22,0.3834,211.5066667,0.1565,0.331316983,"ANNUAL","FORB","LEGUME"
"585","scruzl.us","MEDICAGO POLYMORPHA",6.9,40.93,0.49192,NA,24.3570477,0.3048,NA,271.4317854,NA,0.3125,"ANNUAL","FORB","LEGUME"
"586","scruzm.us","MEDICAGO POLYMORPHA",6.9,40.93,0.49192,NA,24.3570477,0.3048,NA,271.4317854,NA,0.3125,"ANNUAL","FORB","LEGUME"
"587","cowidrt.ca","MELICA SUBULATA",-0.5,NA,1.00584,NA,NA,0.3048,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"588","marcdrt.ar","MELILOTUS OFFICINALIS",8,43.985,0.493,10.4,27.09343963,1.16,0.29,37.95643063,0.380689176,0.285,"BIENNIAL","FORB","LEGUME"
"589","nnss.us","MENTZELIA ASPERA",-2.872089651,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"590","jilpanger.au","MICROSERIS SCAPIGERA",0,NA,0.403333333,NA,35.23,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"591","jilpanger.au","MILLOTIA MUELLERI",-0.166666667,NA,0.02,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"592","jilpanger.au","MILLOTIA TENUIFOLIA",-0.166666667,NA,0.09875,NA,36.25338489,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"593","kiskun.hu","MINUARTIA GLOMERATA",-1.38,NA,0.15,NA,11.1936,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"594","milparinka.au","MINURIA DENTICULATA",0,NA,0.15,NA,10.12839779,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"595","lygraint.no","MOLINIA CAERULEA",5,19.7245873,0.699125,8.366751778,18.72981174,0.8,0.269333333,56.8752851,NA,0.41125,"PERENNIAL","GRASS","GRASS"
"596","lygraold.no","MOLINIA CAERULEA",-6.5,19.7245873,0.699125,8.366751778,18.72981174,0.8,0.269333333,56.8752851,NA,0.41125,"PERENNIAL","GRASS","GRASS"
"597","cedartrait.us","MONARDA FISTULOSA",-2,11.29051118,0.662,17.87547,16.99988269,0.1016,0.28925,32.46391317,0.1508955,0.411046263,"PERENNIAL","FORB","FORB"
"598","capmcd.us","MONOLEPIS NUTTALLIANA",0,NA,0.24384,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"599","nnss.us","MONOPTILON BELLIDIFORME",0.17086955,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"600","capwhite.us","MONOPTILON BELLIOIDES",0,NA,0.02,NA,NA,0.07,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"601","cowidrt.ca","MONTIA LINEARIS",1.75,17.5,0.409,NA,13.3,NA,0.41,NA,NA,NA,"ANNUAL","FORB","FORB"
"602","sevblack.us","MUHLENBERGIA ARENICOLA",-2.75,NA,NA,NA,14.31621017,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"603","cowidrt.ca","MYOSOTIS DISCOLOR",0.5,NA,0.25375,NA,32.07333333,NA,0.846666667,NA,NA,NA,"BOTH","FORB","FORB"
"604","nnss.us","NAMA ARETIOIDES",-0.861837627,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"605","paike.ar","NASSAUVIA ACULEATA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"606","paike.ar","NASSAUVIA DARWINII",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"607","chacra.ar","NASSELLA LONGIGLUMIS",-28.33333333,35.04,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"608","naposta.ar","NASSELLA NEESIANA",-2.5,NA,0.5335,NA,16,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"609","spvdrt.ar","NASSELLA TENUIS",1.333333333,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"610","chacra.ar","NASSELLA TENUIS",8,NA,NA,NA,NA,0.5,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"611","naposta.ar","NASSELLA TRICHOTOMA",-1.66666667,NA,0.4665,NA,11.2973124,NA,0.776666667,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"612","matador.ca","NASSELLA VIRIDULA",-0.666666663,34.2,0.359625,5.933333333,10.24538572,0.3556,0.23675,16.53035729,0.517363388,NA,"PERENNIAL","GRASS","GRASS"
"613","kernnu.ca","NASSELLA VIRIDULA",-1,34.2,0.359625,5.933333333,10.24538572,0.3556,0.23675,16.53035729,0.517363388,NA,"PERENNIAL","GRAMINOID","GRASS"
"614","oreaa.us","NAVARRETIA INTERTEXTA SSP. PROPINQUA",-0.333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"615","jilpanger.au","NEURACHNE ALOPECUROIDEA",4.833333333,NA,0.278687254,NA,7.679299731,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"616","oreaa.us","NOTHOCALAIS TROXIMOIDES",-0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"617","spvdrt.ar","NOTICASTRUM SERICEUM",3,30.175,NA,NA,36.99,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"618","cdpt_drt.us","OPUNTIA POLYACANTHA",0.9,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,"PERENNIAL","SUCCULENT","FORB"
"619","nplatte.us","OPUNTIA POLYACANTHA",55,NA,0.6096,NA,NA,0.3048,NA,NA,NA,NA,"PERENNIAL","SUCCULENT","FORB"
"620","passogavia.it","OREOCHLOA DISTICHA",-0.475,21.62445,0.115,NA,9.2,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"621","kernb.ca","ORTHOCARPUS LUTEUS",0,NA,0.24,11.9,19.9635464,0.254,0.2062,79.3180354,0.333333333,NA,"ANNUAL","FORB","FORB"
"622","hard.us","ORTHOCARPUS TOLMIEI",-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"623","capwhite.us","OTTLEYA STRIGOSA",0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","LEGUME"
"624","capmcd.us","OTTLEYA STRIGOSA",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME"
"625","paike.ar","OXALIS ENNEAPHYLLA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"626","konzadrt.us","OXALIS STRICTA",-0.6,36.94,0.4,NA,57.7,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"627","nnss.us","OXYTHECA PERFOLIATA",-0.559043739,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
"628","oreaa.us","PACKERA CANA",9.5,2.689516025,0.4572,NA,9.38342867,0.3048,NA,NA,NA,NA,"PERENNIAL","FORB","FORB"
"629","cedarsav.us","PANICUM ACUMINATUM",2.2,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,0.264243,NA,"PERENNIAL","GRASS","GRASS"
"630","sand.us","PANICUM ACUMINATUM",1,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,0.264243,NA,"PERENNIAL","GRASS","GRASS"
"631","konzadrt.us","PANICUM CAPILLARE",-7.5,11.76,0.43545,NA,29.51225237,0.62,0.1917,218,0.15619875,0.409817185,"ANNUAL","GRASS","GRASS"
"632","sand.us","PANICUM COMMUTATUM",4.999999997,NA,1.49352,NA,NA,0.1016,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"633","cedarsav.us","PANICUM OLIGOSANTHES",-4.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"634","cedartrait.us","PANICUM OLIGOSANTHES",0.5,17.37461517,0.38,NA,22.63325572,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"635","cedarsav.us","PANICUM PERLONGUM",0,15.03307692,0.19,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"636","spvdrt.ar","PANICUM URVILLEANUM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"637","cedartrait.us","PANICUM VIRGATUM",3,16.506,0.4675,7.8,29.18,0.075,0.390525,NA,0.232033,0.296204426,"PERENNIAL","GRASS","GRASS"
"638","naposta.ar","PAPPOPHORUM CAESPITOSUM",5,20.7,0.42,NA,10.705,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"639","cerrillos.ar","PAPPOPHORUM KRAPOVICKASII",3.126666663,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"640","chacra.ar","PAPPOPHORUM MUCRONULATUM",14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"641","spvdrt.ar","PAPPOSTIPA SPECIOSA",0.833333333,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS"
"642","sand.us","PARTHENIUM INTEGRIFOLIUM",-15,NA,0.702,NA,13.51425987,1.8,NA,NA,NA,0.33,"PERENNIAL","FORB","FORB"
"643","matador.ca","PASCOPYRUM SMITHII",-1.666666668,26.7742,0.3225,8.191666667,18.14,1.703333333,0.5478,48.8474242,0.3298444,0.3941423,"PERENNIAL","GRASS","GRASS"
"644","credom.au","PASPALIDIUM CLEMENTII",0,6.25,0.307142857,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","GRASS","GRASS"
"645","sclaudio.ar","PASPALUM DILATATUM",1,16.40963333,0.4722,8.133333333,16.30478023,0.1524,0.59,18.37,0.135549114,NA,"PERENNIAL","GRASS","GRASS"
"646","gmgranite.us","PECTOCARYA HETEROCARPA",0.228571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB"
